date_gmt,CSA,LUA,CKH,VIE,NON
2011-01-02,2.21,4.48,5.14,2.08,2.58
2011-01-03,2.08,4.02,4.84,2.08,2.62
2011-01-04,1.91,4.0,4.52,1.94,2.52
2011-01-05,1.94,4.4,4.37,1.7,2.3
2011-01-06,1.96,4.42,4.3,1.55,2.1
2011-01-07,1.96,4.44,4.26,1.48,2.0
2011-01-08,1.94,4.35,4.23,1.45,1.94
2011-01-09,1.91,4.26,4.28,1.41,1.92
2011-01-10,2.37,4.16,4.25,1.43,1.9
2011-01-11,2.89,4.08,4.16,1.42,1.93
2011-01-12,2.93,4.3,4.07,1.37,1.88
2011-01-13,2.92,4.84,3.98,1.31,1.8
2011-01-14,2.92,5.1,3.99,1.25,1.74
2011-01-15,2.99,5.18,4.28,1.24,1.69
2011-01-16,2.63,5.22,4.71,1.38,1.8
2011-01-17,2.05,5.34,5.01,1.64,2.06
2011-01-18,2.04,5.1,5.13,1.89,2.36
2011-01-19,1.9,4.5,5.21,2.04,2.52
2011-01-20,1.87,4.2,5.21,2.09,2.6
2011-01-21,1.85,4.07,4.85,2.12,2.66
2011-01-22,2.07,3.96,4.38,2.0,2.6
2011-01-23,2.11,3.88,4.05,1.66,2.33
2011-01-24,2.03,3.94,3.88,1.36,1.99
2011-01-25,1.79,4.08,3.79,1.2,1.79
2011-01-26,1.77,4.02,3.76,1.13,1.6
2011-01-27,1.79,3.82,3.82,1.09,1.54
2011-01-28,1.74,3.7,3.84,1.12,1.55
2011-01-29,1.73,3.68,3.78,1.15,1.6
2011-01-30,1.76,3.62,3.65,1.12,1.6
2011-01-31,1.72,3.61,3.57,1.02,1.5
2011-02-01,1.72,3.56,3.52,0.96,1.4
2011-02-02,1.76,3.56,3.46,0.9,1.34
2011-02-03,1.76,3.56,3.44,0.88,1.32
2011-02-04,1.71,3.57,3.41,0.88,1.3
2011-02-05,1.7,3.58,3.4,0.88,1.28
2011-02-06,1.69,3.57,3.4,0.86,1.27
2011-02-07,1.68,3.52,3.38,0.86,1.27
2011-02-08,1.66,3.5,3.37,0.86,1.28
2011-02-09,1.65,3.46,3.34,0.85,1.27
2011-02-10,1.65,3.42,3.3,0.83,1.26
2011-02-11,1.64,3.39,3.27,0.81,1.24
2011-02-12,1.63,3.37,3.22,0.78,1.18
2011-02-13,1.64,3.36,3.2,0.75,1.16
2011-02-14,1.64,3.35,3.17,0.73,1.14
2011-02-15,1.64,3.35,3.14,0.71,1.12
2011-02-16,1.62,3.33,3.12,0.69,1.09
2011-02-17,1.62,3.29,3.09,0.68,1.06
2011-02-18,1.62,3.27,3.06,0.66,1.06
2011-02-19,1.62,3.27,3.03,0.64,1.05
2011-02-20,1.61,3.26,2.99,0.63,1.03
2011-02-21,1.62,3.24,2.96,0.63,1.01
2011-02-22,1.61,3.23,2.94,0.61,1.0
2011-02-23,1.62,3.21,2.92,0.61,0.99
2011-02-24,1.61,3.23,2.89,0.6,0.98
2011-02-25,1.62,3.21,2.89,0.6,0.98
2011-02-26,1.61,3.19,2.86,0.58,0.96
2011-02-27,1.59,3.17,2.85,0.57,0.96
2011-02-28,1.58,3.17,2.84,0.57,0.96
2011-03-01,1.58,3.12,2.79,0.55,0.94
2011-03-02,1.58,3.11,2.78,0.54,0.92
2011-03-03,1.57,3.1,2.75,0.53,0.92
2011-03-04,1.57,3.09,2.73,0.52,0.91
2011-03-05,1.57,3.08,2.71,0.5,0.88
2011-03-06,1.63,3.06,2.7,0.48,0.86
2011-03-07,1.89,3.05,2.68,0.48,0.86
2011-03-08,1.58,3.08,2.66,0.47,0.86
2011-03-09,1.55,3.26,2.64,0.47,0.84
2011-03-10,1.54,3.18,2.63,0.5,0.84
2011-03-11,1.55,3.05,2.7,0.46,0.89
2011-03-12,1.55,3.03,2.77,0.52,0.9
2011-03-13,1.56,3.03,2.71,0.6,0.98
2011-03-14,1.68,3.05,2.64,0.56,1.01
2011-03-15,1.55,3.08,2.62,0.49,0.92
2011-03-16,1.54,3.15,2.63,0.47,0.87
2011-03-17,1.53,3.17,2.64,0.48,0.88
2011-03-18,1.52,3.11,2.66,0.5,0.91
2011-03-19,1.51,3.08,2.68,0.53,0.93
2011-03-20,1.5,3.04,2.66,0.55,0.98
2011-03-21,1.5,3.0,2.62,0.52,0.97
2011-03-22,1.51,2.98,2.6,0.49,0.92
2011-03-23,1.52,2.96,2.58,0.45,0.88
2011-03-24,1.52,2.97,2.55,0.42,0.84
2011-03-25,1.52,2.97,2.52,0.4,0.8
2011-03-26,1.51,2.95,2.52,0.38,0.77
2011-03-27,1.52,2.96,2.51,0.35,0.74
2011-03-28,1.53,2.98,2.51,0.33,0.75
2011-03-29,1.55,2.99,2.5,0.35,0.75
2011-03-30,1.53,2.99,2.5,0.35,0.74
2011-03-31,1.53,2.99,2.51,0.35,0.75
2011-04-01,1.52,2.99,2.51,0.36,0.76
2011-04-02,1.49,3.0,2.51,0.36,0.77
2011-04-03,1.73,2.98,2.51,0.37,0.77
2011-04-04,1.56,2.93,2.5,0.37,0.78
2011-04-05,1.64,3.04,2.49,0.37,0.78
2011-04-06,1.59,3.12,2.49,0.37,0.79
2011-04-07,1.59,3.17,2.52,0.38,0.8
2011-04-08,1.61,3.22,2.6,0.39,0.8
2011-04-09,1.61,3.34,2.64,0.43,0.88
2011-04-10,1.62,3.44,2.68,0.57,0.97
2011-04-11,1.62,3.36,2.7,0.61,1.03
2011-04-12,1.62,3.33,2.7,0.64,1.06
2011-04-13,1.63,3.29,2.68,0.7,1.12
2011-04-14,1.59,3.25,2.75,0.74,1.18
2011-04-15,1.57,3.21,2.72,0.7,1.17
2011-04-16,1.54,3.17,2.68,0.66,1.13
2011-04-17,1.52,3.13,2.64,0.63,1.08
2011-04-18,1.5,3.1,2.6,0.58,1.03
2011-04-19,1.48,3.07,2.56,0.5,0.99
2011-04-20,1.46,3.06,2.52,0.47,0.94
2011-04-21,1.44,3.05,2.48,0.42,0.89
2011-04-22,1.43,3.05,2.44,0.4,0.86
2011-04-23,1.41,3.04,2.41,0.32,0.79
2011-04-24,1.43,3.04,2.4,0.31,0.76
2011-04-25,1.43,3.04,2.39,0.29,0.74
2011-04-26,1.42,3.04,2.39,0.27,0.73
2011-04-27,1.42,3.04,2.38,0.25,0.7
2011-04-28,1.41,3.05,2.42,0.32,0.69
2011-04-29,1.41,3.1,2.5,0.35,0.73
2011-04-30,1.4,3.1,2.51,0.37,0.8
2011-05-01,1.42,3.07,2.51,0.39,0.84
2011-05-02,1.4,3.05,2.52,0.42,0.86
2011-05-03,1.39,3.04,2.46,0.44,0.89
2011-05-04,1.38,2.92,2.41,0.38,0.85
2011-05-05,1.35,2.92,2.38,0.3,0.78
2011-05-06,1.4,2.92,2.38,0.3,0.72
2011-05-07,2.14,2.99,2.4,0.3,0.72
2011-05-08,2.73,3.2,2.6,0.36,0.8
2011-05-09,2.87,3.54,2.78,0.52,0.91
2011-05-10,2.92,4.56,2.8,0.77,1.15
2011-05-11,2.9,5.18,2.94,0.84,1.3
2011-05-12,2.86,5.31,3.46,0.9,1.32
2011-05-13,1.96,5.22,4.43,1.2,1.52
2011-05-14,1.59,5.08,5.17,1.49,1.83
2011-05-15,1.54,4.54,5.35,1.92,2.27
2011-05-16,1.49,3.9,5.26,2.27,2.65
2011-05-17,1.45,3.66,4.97,2.23,2.77
2011-05-18,1.42,3.6,4.38,2.1,2.68
2011-05-19,1.44,3.49,3.61,1.82,2.48
2011-05-20,1.5,3.36,3.21,1.42,2.1
2011-05-21,1.49,3.34,3.04,1.12,1.73
2011-05-22,1.54,3.36,2.88,0.97,1.51
2011-05-23,1.5,3.33,2.8,0.82,1.36
2011-05-24,1.44,3.4,2.79,0.74,1.26
2011-05-25,1.51,3.69,2.76,0.72,1.19
2011-05-26,1.55,3.59,2.79,0.75,1.2
2011-05-27,1.76,3.73,2.94,0.82,1.25
2011-05-28,1.85,3.82,3.18,0.95,1.4
2011-05-29,1.8,4.02,3.59,1.25,1.66
2011-05-30,1.8,4.32,3.84,1.49,1.94
2011-05-31,1.79,4.52,4.19,1.69,2.16
2011-06-01,2.14,4.62,4.74,1.96,2.43
2011-06-02,2.54,5.24,5.26,2.12,2.56
2011-06-03,2.42,5.79,5.42,2.4,2.92
2011-06-04,2.55,6.15,5.73,2.48,3.07
2011-06-05,2.34,6.16,6.08,2.64,3.16
2011-06-06,2.12,5.72,6.54,2.89,3.39
2011-06-07,1.94,5.37,6.73,3.22,3.75
2011-06-08,1.81,5.0,6.62,3.47,4.12
2011-06-09,1.75,4.69,6.59,3.45,4.17
2011-06-10,1.83,4.46,6.2,3.39,4.12
2011-06-11,1.92,4.22,5.77,3.15,3.94
2011-06-12,2.06,4.19,5.26,2.8,3.58
2011-06-13,1.96,4.24,4.74,2.4,3.16
2011-06-14,1.84,4.22,4.41,2.06,2.75
2011-06-15,1.82,4.11,4.26,1.77,2.44
2011-06-16,1.82,4.0,4.19,1.63,2.24
2011-06-17,2.23,5.66,4.11,1.58,2.16
2011-06-18,2.5,5.9,3.98,1.54,2.12
2011-06-19,2.4,5.44,4.53,1.5,2.08
2011-06-20,2.25,5.62,5.85,1.58,2.08
2011-06-21,1.93,5.29,5.89,2.35,2.64
2011-06-22,2.29,4.83,5.81,2.7,3.24
2011-06-23,2.68,4.46,5.7,2.63,3.25
2011-06-24,2.65,4.38,5.33,2.57,3.2
2011-06-25,2.6,4.68,4.87,2.35,3.03
2011-06-26,2.58,4.79,4.49,2.19,2.74
2011-06-27,2.64,4.74,4.42,1.82,2.46
2011-06-28,1.87,4.66,4.62,1.67,2.26
2011-06-29,1.73,4.62,4.76,1.72,2.25
2011-06-30,1.66,4.24,4.72,1.75,2.34
2011-07-01,1.63,3.82,4.63,1.86,2.4
2011-07-02,1.64,3.7,4.48,1.82,2.38
2011-07-03,1.77,4.41,4.14,1.74,2.34
2011-07-04,1.95,5.15,3.9,1.6,2.22
2011-07-05,2.6,5.49,3.84,1.49,2.11
2011-07-06,3.19,5.84,4.62,1.44,2.02
2011-07-07,3.24,6.58,5.74,1.75,2.22
2011-07-08,2.99,6.71,6.17,2.4,2.82
2011-07-09,3.2,7.04,6.75,2.98,3.5
2011-07-10,3.45,6.67,7.32,3.48,4.01
2011-07-11,3.33,6.49,7.5,4.06,4.65
2011-07-12,3.51,6.61,7.28,4.22,4.95
2011-07-13,3.33,6.58,7.1,4.03,4.87
2011-07-14,3.02,6.65,7.2,3.85,4.66
2011-07-15,2.64,6.67,7.12,3.96,4.68
2011-07-16,2.8,6.52,7.18,3.98,4.75
2011-07-17,3.03,6.59,7.1,3.89,4.68
2011-07-18,2.83,6.17,7.0,3.8,4.61
2011-07-19,3.01,6.27,6.92,3.69,4.46
2011-07-20,4.02,7.47,6.63,3.64,4.38
2011-07-21,4.48,7.98,6.62,3.5,4.16
2011-07-22,4.28,8.63,7.38,3.35,4.01
2011-07-23,3.66,8.87,8.05,4.0,4.44
2011-07-24,3.24,8.65,8.57,4.78,5.27
2011-07-25,3.43,9.08,8.69,5.26,6.05
2011-07-26,4.02,9.23,8.76,5.4,6.28
2011-07-27,5.56,11.39,8.88,5.48,6.39
2011-07-28,7.09,11.72,9.76,5.6,6.52
2011-07-29,7.91,12.58,10.93,6.9,7.55
2011-07-30,7.38,13.85,11.3,7.7,8.67
2011-07-31,7.04,14.61,12.31,8.4,9.32
2011-08-01,6.68,15.22,12.88,9.26,10.25
2011-08-02,5.91,14.47,13.28,9.76,10.82
2011-08-03,4.77,13.36,13.02,9.97,11.06
2011-08-04,5.65,12.67,12.29,9.5,11.66
2011-08-05,6.74,11.74,11.71,8.88,10.08
2011-08-06,6.48,12.27,11.04,8.29,9.55
2011-08-07,5.96,12.38,11.04,7.76,8.99
2011-08-08,5.53,14.19,11.29,7.98,9.03
2011-08-09,5.66,13.86,12.34,8.15,9.26
2011-08-10,5.64,12.75,12.87,9.66,10.64
2011-08-11,5.43,12.56,12.23,9.66,10.87
2011-08-12,5.25,12.14,11.85,8.96,10.24
2011-08-13,5.2,11.72,11.47,8.64,9.98
2011-08-14,5.29,11.15,11.05,8.25,9.6
2011-08-15,5.21,11.35,10.65,7.85,9.17
2011-08-16,5.75,11.88,10.55,7.53,8.8
2011-08-17,5.62,11.91,10.94,7.6,8.7
2011-08-18,5.6,11.96,11.03,7.9,9.0
2011-08-19,5.52,13.16,11.1,8.0,9.1
2011-08-20,6.62,13.6,11.57,8.05,9.14
2011-08-21,7.83,13.89,12.22,8.86,9.8
2011-08-22,7.47,14.34,12.35,9.24,10.27
2011-08-23,6.83,15.25,12.66,9.42,10.43
2011-08-24,6.59,14.58,13.27,9.8,10.74
2011-08-25,6.15,13.81,13.15,10.28,11.24
2011-08-26,5.93,13.09,12.48,9.89,11.02
2011-08-27,5.73,12.58,12.03,9.4,10.52
2011-08-28,5.56,12.16,11.62,8.99,10.16
2011-08-29,5.54,11.79,11.27,8.65,9.8
2011-08-30,5.53,11.53,11.08,8.14,9.52
2011-08-31,4.95,11.39,10.9,8.12,9.29
2011-09-01,4.81,11.12,10.67,7.9,9.07
2011-09-02,4.92,10.92,10.62,7.76,8.89
2011-09-03,4.76,10.92,10.41,7.65,8.82
2011-09-04,4.84,10.71,10.5,7.59,8.7
2011-09-05,4.8,10.46,10.5,7.7,8.79
2011-09-06,4.74,10.26,10.27,7.55,8.71
2011-09-07,4.71,10.13,10.05,7.26,8.43
2011-09-08,4.7,10.03,10.22,7.24,8.31
2011-09-09,4.72,9.92,10.3,7.38,8.42
2011-09-10,4.82,10.08,10.48,7.62,8.66
2011-09-11,4.86,10.4,10.22,7.65,8.74
2011-09-12,5.14,10.42,10.15,7.29,8.42
2011-09-13,5.24,10.41,10.16,7.24,8.25
2011-09-14,5.34,10.65,10.08,7.15,8.17
2011-09-15,5.45,11.32,10.3,7.07,8.07
2011-09-16,5.55,11.36,10.74,7.4,8.31
2011-09-17,5.24,11.2,10.82,7.8,8.72
2011-09-18,5.0,10.9,10.63,7.72,8.73
2011-09-19,4.83,10.46,10.43,7.52,8.52
2011-09-20,4.57,10.12,10.1,7.27,8.27
2011-09-21,4.73,9.89,9.84,6.96,7.96
2011-09-22,4.49,9.79,9.62,6.65,7.62
2011-09-23,4.33,9.64,9.46,6.36,7.32
2011-09-24,4.3,9.34,9.36,6.26,7.1
2011-09-25,4.3,9.07,9.15,6.1,6.98
2011-09-26,4.32,9.07,8.97,5.88,6.76
2011-09-27,4.44,9.15,8.89,5.7,6.55
2011-09-28,4.38,9.11,8.95,5.65,6.43
2011-09-29,4.21,9.08,8.97,5.68,6.45
2011-09-30,4.21,8.92,8.97,5.69,6.45
2011-10-01,4.16,8.66,8.8,5.65,6.45
2011-10-02,3.55,8.59,8.6,5.5,6.28
2011-10-03,3.32,8.34,8.39,5.28,6.05
2011-10-04,3.42,7.91,8.27,5.06,5.81
2011-10-05,3.75,7.69,8.11,4.93,5.66
2011-10-06,4.12,7.87,7.87,4.8,5.54
2011-10-07,4.4,8.08,8.4,4.71,5.38
2011-10-08,4.51,8.52,8.51,5.19,5.75
2011-10-09,4.41,8.72,8.33,5.17,5.91
2011-10-10,4.26,8.79,8.47,5.03,5.74
2011-10-11,4.14,8.66,8.57,5.14,5.8
2011-10-12,4.09,8.44,8.52,5.25,5.92
2011-10-13,4.01,8.24,8.38,5.17,5.9
2011-10-14,4.02,8.11,8.2,5.0,5.76
2011-10-15,4.01,7.96,8.04,4.85,5.57
2011-10-16,4.05,7.96,7.92,4.69,5.39
2011-10-17,4.02,7.99,7.83,4.56,5.25
2011-10-18,4.06,8.07,7.8,4.5,5.19
2011-10-19,4.07,8.11,7.91,4.46,5.1
2011-10-20,4.07,8.12,7.94,4.55,5.17
2011-10-21,4.0,8.09,7.92,4.57,5.24
2011-10-22,3.9,7.98,7.91,4.57,5.22
2011-10-23,3.82,7.85,7.9,4.54,5.2
2011-10-24,3.86,7.68,7.8,4.5,5.17
2011-10-25,3.84,7.54,7.66,4.4,5.1
2011-10-26,4.26,7.46,7.5,4.37,4.96
2011-10-27,4.2,7.46,7.38,4.17,4.8
2011-10-28,4.2,7.75,7.3,4.0,4.68
2011-10-29,4.18,7.76,7.32,3.9,4.58
2011-10-30,4.03,7.74,7.51,3.92,4.57
2011-10-31,4.0,7.69,7.55,4.1,4.72
2011-11-01,3.41,8.32,7.48,3.77,4.42
2011-11-02,3.18,7.98,7.88,4.22,4.78
2011-11-03,3.09,7.52,8.02,4.63,5.26
2011-11-04,3.48,7.2,7.75,4.74,5.46
2011-11-05,3.51,7.08,7.41,4.47,5.26
2011-11-06,3.45,7.32,7.16,4.16,4.91
2011-11-07,3.53,7.4,7.04,3.91,4.62
2011-11-08,3.33,7.34,7.18,3.79,4.46
2011-11-09,3.26,7.3,7.28,3.9,4.52
2011-11-10,3.42,7.15,7.28,3.98,4.64
2011-11-11,3.34,7.09,7.24,3.98,4.66
2011-11-12,3.13,7.24,7.11,3.98,4.63
2011-11-13,2.8,7.07,7.06,3.85,4.52
2011-11-14,2.79,6.86,7.09,3.75,4.41
2011-11-15,2.68,6.47,7.01,3.81,4.43
2011-11-16,2.68,6.27,6.81,3.7,4.41
2011-11-17,2.67,6.13,6.49,3.57,4.26
2011-11-18,2.65,6.02,6.26,3.28,4.0
2011-11-19,2.68,5.94,6.12,3.11,3.73
2011-11-20,3.02,5.88,6.01,2.92,3.56
2011-11-21,3.04,5.85,5.92,2.8,3.4
2011-11-22,2.68,6.03,5.84,2.69,3.29
2011-11-23,2.69,6.17,5.8,2.63,3.21
2011-11-24,2.78,5.92,5.92,2.6,3.17
2011-11-25,2.8,5.74,6.06,2.65,3.19
2011-11-26,2.77,5.74,5.96,2.8,3.32
2011-11-27,2.78,5.72,5.76,2.68,3.34
2011-11-28,2.75,5.68,5.68,2.56,3.19
2011-11-29,2.75,5.64,5.68,2.5,3.06
2011-11-30,2.82,5.56,5.67,2.47,3.02
2011-12-01,2.59,5.56,5.63,2.47,3.02
2011-12-02,2.5,5.62,5.6,2.43,3.01
2011-12-03,2.45,5.5,5.57,2.41,2.98
2011-12-04,2.4,5.3,5.59,2.38,2.94
2011-12-05,2.41,5.2,5.52,2.38,2.93
2011-12-06,2.39,5.12,5.35,2.35,2.92
2011-12-07,2.38,5.07,5.23,2.25,2.83
2011-12-08,2.35,5.04,5.14,2.14,2.73
2011-12-09,2.37,5.0,5.07,2.07,2.62
2011-12-10,2.34,4.94,5.0,2.01,2.56
2011-12-11,2.34,4.9,4.97,1.95,2.51
2011-12-12,2.39,4.9,4.94,1.93,2.47
2011-12-13,2.45,4.86,4.88,1.92,2.43
2011-12-14,2.44,4.88,4.84,1.88,2.4
2011-12-15,2.35,4.94,4.8,1.88,2.37
2011-12-16,2.33,4.9,4.79,1.85,2.33
2011-12-17,2.32,4.84,4.84,1.84,2.32
2011-12-18,2.35,4.76,4.86,1.84,2.31
2011-12-19,2.41,4.74,4.8,1.84,2.34
2011-12-20,2.35,4.74,4.73,1.84,2.34
2011-12-21,2.32,4.8,4.68,1.79,2.3
2011-12-22,2.37,4.76,4.66,1.78,2.25
2011-12-23,2.34,4.72,4.67,1.76,2.22
2011-12-24,2.47,4.71,4.68,1.75,2.21
2011-12-25,2.81,4.74,4.64,1.77,2.22
2011-12-26,2.9,4.78,4.64,1.75,2.22
2011-12-27,2.89,4.96,4.66,1.74,2.18
2011-12-28,2.92,5.52,4.66,1.74,2.18
2011-12-29,2.56,5.54,4.75,1.79,2.21
2011-12-30,2.24,5.56,4.96,1.75,2.23
2011-12-31,2.21,5.0,5.13,1.78,2.34
2012-01-01,2.62,4.9,4.84,1.75,2.32
2012-01-02,2.62,4.89,4.83,1.74,2.3
2012-01-03,2.6,4.88,4.79,1.73,2.28
2012-01-04,2.5,4.87,4.77,1.7,2.26
2012-01-05,2.62,4.85,4.74,1.69,2.24
2012-01-06,2.76,4.75,4.74,1.68,2.22
2012-01-07,2.64,4.81,4.73,1.66,2.21
2012-01-08,2.63,4.94,4.66,1.65,2.19
2012-01-09,2.59,4.89,4.63,1.6,2.18
2012-01-10,2.7,4.84,4.72,1.58,2.12
2012-01-11,2.76,4.79,4.78,1.63,2.14
2012-01-12,2.82,4.82,4.76,1.67,2.21
2012-01-13,2.82,4.9,4.7,1.64,2.23
2012-01-14,2.77,4.99,4.7,1.62,2.21
2012-01-15,2.52,5.01,4.74,1.62,2.17
2012-01-16,2.38,4.97,4.81,1.6,2.16
2012-01-17,2.3,4.78,4.89,1.64,2.22
2012-01-18,2.28,4.53,4.9,1.7,2.28
2012-01-19,2.27,4.41,4.83,1.75,2.33
2012-01-20,2.27,4.34,4.59,1.72,2.33
2012-01-21,2.22,4.3,4.38,1.6,2.22
2012-01-22,2.2,4.28,4.25,1.43,2.03
2012-01-23,2.18,4.26,4.17,1.3,1.89
2012-01-24,2.32,4.21,4.13,1.21,1.79
2012-01-25,2.4,4.19,4.1,1.18,1.73
2012-01-26,2.43,4.25,4.07,1.15,1.71
2012-01-27,2.52,4.37,4.03,1.1,1.68
2012-01-28,2.47,4.18,4.03,1.08,1.66
2012-01-29,2.48,4.48,4.1,1.08,1.64
2012-01-30,2.49,4.46,4.18,1.15,1.68
2012-01-31,2.48,4.48,4.26,1.2,1.74
2012-02-01,2.63,4.59,4.34,1.28,1.82
2012-02-02,2.66,4.71,4.41,1.32,1.89
2012-02-03,2.66,4.86,4.46,1.38,1.95
2012-02-04,2.6,4.87,4.52,1.43,2.01
2012-02-05,2.61,4.86,4.64,1.48,2.04
2012-02-06,2.61,4.85,4.74,1.52,2.1
2012-02-07,2.52,4.83,4.77,1.61,2.2
2012-02-08,2.44,4.78,4.76,1.66,2.26
2012-02-09,2.41,4.68,4.73,1.68,2.28
2012-02-10,2.32,4.52,4.71,1.66,2.26
2012-02-11,2.22,4.33,4.62,1.65,2.24
2012-02-12,2.21,4.35,4.51,1.6,2.2
2012-02-13,2.21,4.2,4.36,1.5,2.14
2012-02-14,2.21,4.14,4.26,1.42,2.03
2012-02-15,2.24,4.13,4.12,1.33,1.93
2012-02-16,2.28,4.11,4.0,1.25,1.84
2012-02-17,2.24,4.12,3.93,1.14,1.72
2012-02-18,2.22,4.14,3.9,1.05,1.64
2012-02-19,2.2,4.12,3.88,1.02,1.59
2012-02-20,2.32,4.1,3.88,1.02,1.57
2012-02-21,2.4,4.07,3.89,1.0,1.56
2012-02-22,2.38,4.14,3.87,1.02,1.57
2012-02-23,2.38,4.25,3.84,1.01,1.57
2012-02-24,2.38,4.27,3.85,1.0,1.55
2012-02-25,2.38,4.27,3.92,1.0,1.54
2012-02-26,2.37,4.26,3.97,1.04,1.57
2012-02-27,2.36,4.24,4.01,1.1,1.62
2012-02-28,2.35,4.22,4.01,1.14,1.66
2012-03-01,2.34,4.2,3.99,1.14,1.68
2012-03-02,2.34,4.19,3.96,1.13,1.69
2012-03-03,2.33,4.17,3.95,1.12,1.66
2012-03-04,2.4,4.17,3.95,1.1,1.66
2012-03-05,2.48,4.22,3.95,1.1,1.65
2012-03-06,2.46,4.3,3.98,1.08,1.64
2012-03-07,2.46,4.39,3.98,1.1,1.66
2012-03-08,2.43,4.45,4.01,1.12,1.67
2012-03-09,2.49,4.53,4.03,1.14,1.69
2012-03-10,2.49,4.56,4.14,1.17,1.72
2012-03-11,2.51,4.54,4.23,1.24,1.78
2012-03-12,2.47,4.51,4.3,1.27,1.84
2012-03-13,2.42,4.52,4.32,1.33,1.9
2012-03-14,2.37,4.46,4.3,1.37,1.94
2012-03-15,2.35,4.38,4.29,1.36,1.96
2012-03-16,2.42,4.3,4.26,1.35,1.94
2012-03-17,2.4,4.24,4.2,1.33,1.92
2012-03-18,2.15,4.24,4.12,1.3,1.91
2012-03-19,2.06,4.29,4.04,1.25,1.86
2012-03-20,2.03,4.1,3.98,1.23,1.8
2012-03-21,1.86,3.89,3.99,1.22,1.74
2012-03-22,1.53,3.8,3.96,1.14,1.72
2012-03-23,1.48,3.65,3.8,1.1,1.72
2012-03-24,1.47,3.37,3.66,1.0,1.64
2012-03-25,1.45,3.15,3.56,0.92,1.49
2012-03-26,1.44,3.09,3.42,0.83,1.34
2012-03-27,1.42,3.06,3.25,0.67,1.2
2012-03-28,1.41,3.04,3.15,0.52,1.0
2012-03-29,1.42,3.03,3.1,0.36,0.73
2012-03-30,1.42,3.02,3.07,0.29,0.63
2012-03-31,1.4,3.01,3.03,0.26,0.6
2012-04-01,1.39,3.12,3.0,0.24,0.68
2012-04-02,1.4,3.11,2.93,0.24,0.66
2012-04-03,1.8,3.12,2.88,0.23,0.64
2012-04-04,1.9,3.09,2.8,0.23,0.62
2012-04-05,1.88,3.31,2.74,0.22,0.62
2012-04-06,1.84,3.61,2.7,0.2,0.61
2012-04-07,1.82,3.63,2.74,0.24,0.62
2012-04-08,1.94,3.55,2.86,0.26,0.67
2012-04-09,2.1,3.55,2.96,0.42,0.8
2012-04-10,2.4,3.58,2.97,0.55,0.98
2012-04-11,3.1,3.78,2.94,0.6,1.04
2012-04-12,3.0,3.9,2.92,0.6,1.02
2012-04-13,2.75,4.5,2.96,0.56,1.0
2012-04-14,2.3,4.82,3.1,0.6,1.02
2012-04-15,2.24,4.62,3.41,0.74,1.12
2012-04-16,2.24,4.2,4.0,1.04,1.36
2012-04-17,2.26,3.88,4.41,1.2,1.72
2012-04-18,2.48,3.84,4.29,1.44,2.0
2012-04-19,2.5,4.0,3.84,1.5,2.15
2012-04-20,2.42,4.16,3.51,1.36,2.05
2012-04-21,2.38,4.16,3.47,1.14,1.8
2012-04-22,2.36,4.1,3.57,1.0,1.65
2012-04-23,2.48,4.03,3.7,1.0,1.64
2012-04-24,2.58,3.99,3.76,1.1,1.72
2012-04-25,2.59,4.0,3.72,1.18,1.79
2012-04-26,2.59,4.18,3.64,1.16,1.81
2012-04-27,2.58,4.29,3.58,1.12,1.77
2012-04-28,2.58,4.5,3.66,1.05,1.72
2012-04-29,2.56,4.62,3.77,1.08,1.7
2012-04-30,2.56,4.5,3.92,1.17,1.77
2012-05-01,2.55,4.5,4.18,1.23,1.85
2012-05-02,2.54,4.58,4.32,1.34,1.98
2012-05-03,2.53,4.71,4.33,1.5,2.12
2012-05-04,2.54,4.79,4.3,1.5,2.17
2012-05-05,2.5,4.75,4.47,1.52,2.18
2012-05-06,2.8,4.71,4.65,1.55,2.19
2012-05-07,2.77,4.69,4.72,1.65,2.31
2012-05-08,2.66,4.85,4.69,1.73,2.38
2012-05-09,2.7,4.99,4.66,1.76,2.42
2012-05-10,2.68,4.83,4.72,1.73,2.4
2012-05-11,2.67,4.73,4.86,1.75,2.46
2012-05-12,2.63,4.82,4.97,1.8,2.46
2012-05-13,2.53,4.87,4.86,1.9,2.56
2012-05-14,2.53,4.91,4.8,1.9,2.59
2012-05-15,2.58,4.87,4.87,1.85,2.56
2012-05-16,2.57,4.66,4.9,1.82,2.52
2012-05-17,2.64,4.57,4.84,1.85,2.56
2012-05-18,2.64,4.49,4.71,1.85,2.52
2012-05-19,2.63,4.51,4.58,1.77,2.5
2012-05-20,2.56,4.55,4.46,1.7,2.4
2012-05-21,2.56,4.57,4.4,1.6,2.33
2012-05-22,2.52,4.52,4.42,1.57,2.26
2012-05-23,2.57,4.42,4.51,1.57,2.24
2012-05-24,2.96,4.41,4.56,1.6,2.3
2012-05-25,3.1,4.49,4.5,1.65,2.35
2012-05-26,3.06,4.86,4.44,1.73,2.42
2012-05-27,2.89,5.11,4.46,1.7,2.42
2012-05-28,2.53,5.21,4.61,1.68,2.4
2012-05-29,2.5,5.08,4.93,1.68,2.4
2012-05-30,2.71,4.76,5.24,1.8,2.47
2012-05-31,2.32,4.44,5.26,2.0,2.56
2012-06-01,2.12,4.57,5.1,2.1,2.79
2012-06-02,2.11,4.51,4.77,2.05,2.77
