date_gmt,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
30/8/2025,10.83,8.53,10.29,9.34,9.87,10.96,9.52,9.04,0,6.48,9.17,8.18,11,5.81,6.4,5.35,9.36,5.62,12.57,9.35
31/8/2025,10.94,8.98,10.23,9.03,10.98,10.66,9.29,9.62,0,6.36,9.04,8.64,10.86,5.69,6.27,5.35,8.96,5.64,11.98,9.42
1/9/2025,11.02,9.19,10.1,8.78,11.25,10.41,9.07,9.65,0,6.22,8.86,9.09,11.85,0,5.93,5.42,8.86,5.46,11.32,9.48
2/9/2025,10.94,9.18,10.29,8.56,11.22,10.13,8.89,9.42,0,6.64,8.7,9.1,12.32,5.25,5.4,5.62,8.36,5.1,10.67,9.51
3/9/2025,10.62,9.16,10.73,8.32,10.78,9.8,8.82,9.16,0,8.45,8.33,8.96,12.83,5.29,5.1,5.45,7.68,5,10.34,9.52
4/9/2025,10.2,8.86,10.98,8.39,10.28,9.48,8.7,8.75,0,8.83,7.97,8.76,12.54,4.9,4.96,5.3,7.46,4.78,10.07,9.52
5/9/2025,9.79,8.71,10.68,8.79,9.8,9.27,8.79,8.38,0,9.23,7.57,8.54,12.32,4.76,4.94,5.25,7.23,4.64,9.63,9.56
6/9/2025,9.39,8.65,10.5,8.96,9.35,9.26,8.71,8.17,0,9.57,7.32,8.64,12.42,4.57,4.92,5.31,7.22,4.64,9.45,9.6
7/9/2025,9.03,9.14,10.7,8.76,8.99,9.49,8.43,8.3,0,9.8,7.56,8.73,12.36,4.56,4.89,5.13,7.36,4.86,9.08,9.62
8/9/2025,8.69,10.24,11.22,8.34,8.53,9.44,8.31,9.3,0,9.76,8.63,8.66,12.34,4.58,4.78,5.25,7.32,4.98,8.9,9.7
9/9/2025,8.36,10.63,11.47,7.86,8.08,9.69,8.42,10.52,0,9.32,9.38,8.56,12.17,4.5,4.4,5.41,7.18,4.84,8.83,9.7
10/9/2025,8.1,10.76,11.47,7.62,7.7,9.79,8.66,10.8,0,8.93,9.22,8.5,11.66,4.17,4.32,5.4,7.23,4.57,9.28,9.63
11/9/2025,8.08,10.73,11.38,7.58,7.48,9.86,8.74,10.7,0,8.55,8.93,8.34,11.19,3.83,4.63,6.03,7.63,4.42,10.72,9.55
12/9/2025,8.29,10.56,11.36,7.61,7.37,10,8.42,10.52,0,8.28,8.8,8.26,10.84,3.65,4.55,6.84,8.2,4.46,12.25,9.47
13/9/2025,8.4,10.44,11.23,7.48,7.73,10.3,8.25,10.4,0,8.35,9.28,8.3,10.4,3.5,4.65,6.15,7.9,4.96,13.27,9.39
14/9/2025,8.2,10.26,10.97,7.24,8.18,10.48,8.17,10.4,0,8.19,10.28,8.52,10.1,3.47,4.91,5.66,7.8,5.11,13.7,9.31
15/9/2025,7.86,10.11,10.86,7.07,8.94,10.52,8.07,10.1,0,7.9,10.28,8.74,10.17,3.45,5.16,5.35,7.72,5.22,13.82,9.22
16/9/2025,7.49,10.13,10.69,7.14,9.54,10.42,8.31,9.72,0,7.74,9.61,9.02,10.38,3.49,5.26,5.53,7.74,5.52,13.42,9.09
17/9/2025,7.28,10.34,10.17,7.24,10.52,10.21,8.72,9.32,0,7.48,8.98,9.49,9.52,3.86,5.12,5.97,7.76,5.9,13.03,8.98
18/9/2025,6.8,10.39,9.87,7.35,10.73,10.25,8.73,8.9,0,7.14,8.65,10.02,9.79,3.87,5.01,6.26,7.66,6.58,12.57,8.91
19/9/2025,6.64,10.18,9.72,7.86,10.85,10.72,8.52,8.55,0,6.8,8.54,9.94,9.43,3.76,4.94,6.12,7.47,7.34,11.73,8.85
20/9/2025,6.54,10.15,9.6,8.12,10.72,11.25,8.27,8.34,0,6.75,8.49,9.47,9.46,3.82,5.08,5.45,0,7.86,10.93,8.83
21/9/2025,6.64,10.17,9.46,7.84,10.38,11.42,7.96,8.11,0,6.68,8.32,9.04,9.79,3.68,5.47,5.26,7.96,7.7,10.17,8.79
22/9/2025,6.92,9.9,9.25,7.68,10.08,11.67,7.62,7.78,0,6.3,8.28,8.78,9.29,3.17,6.08,4.88,7.81,7.38,9.67,8.68
23/9/2025,7.5,9.55,9,7.74,9.72,11.88,7.32,7.58,0,6.21,7.99,8.66,8.89,3.1,6.44,5.01,8.25,7.15,9.55,8.6
24/9/2025,8.4,9.22,8.82,7.86,9.48,11.87,7.1,7.4,0,6.32,7.62,8.52,8.46,3,6.1,5.21,7.93,7.08,9.68,8.52
25/9/2025,8.94,8.83,8.56,7.8,9.35,11.68,6.98,7.07,0,6.16,7.26,8.1,8.12,2.82,5.79,5.45,7.57,7.15,10.25,8.45
26/9/2025,9,8.35,8.25,7.75,9.16,11.4,6.76,6.76,0,6.32,6.99,7.68,8.45,2.53,5.85,5.51,7.7,7.06,10.26,8.33
27/9/2025,8.69,7.83,8.02,7.74,8.88,11.16,6.55,6.67,0,6.35,6.72,7.21,7.89,2.44,6.29,5.67,8.03,6.95,9.75,8.13
28/9/2025,8.33,7.42,7.86,8.11,8.91,11,6.43,6.7,0,6.38,6.72,6.82,7.32,2.35,6.01,5.74,8.2,6.65,9.15,7.98
29/9/2025,8.05,7.24,8.97,8.14,8.96,10.95,6.45,7.22,0,6.2,6.71,6.54,7.02,2.26,5.83,5.9,8.05,6.42,8.69,7.9
30/9/2025,7.83,7.1,10.29,7.92,8.8,10.99,6.45,7.34,0,5.8,6.67,6.53,6.95,2.36,5.83,5.65,7.65,6.73,8.2,7.85
1/10/2025,7.63,7.15,9.93,7.58,8.7,10.76,6.45,7.06,0,5.44,6.6,6.8,7,2.51,6.1,5.13,7.12,7,7.8,7.75
2/10/2025,7.34,7.12,9.55,7.07,8.66,10.39,6.28,6.87,0,4.89,6.5,7.04,7.18,2.42,6.1,4.65,7.6,7.05,7.72,7.63
3/10/2025,7.02,7.04,9.4,6.77,8.61,10.28,6.05,6.78,0,5.04,6.4,7.32,7.2,2.29,5.8,4.34,8.39,7.1,8,7.55
4/10/2025,6.81,6.96,9.04,6.86,8.46,10.74,5.81,6.72,0,5.1,6.46,7.26,6.9,2.23,5.48,4.17,8.42,6.92,8.62,7.48
5/10/2025,7.02,7.1,8.53,6.85,8.15,10.7,5.66,6.53,0,4.94,6.36,7.22,6.7,2.21,5.42,3.85,8.11,6.65,8.9,7.38
6/10/2025,7.61,7.44,8.06,6.51,7.82,10.08,5.54,6.36,0,4.8,6.14,7.36,6.64,2.16,5.31,3.58,7.86,6.6,8.53,7.3
7/10/2025,7.66,8.16,7.87,6.09,7.52,9.41,5.38,5.88,0,4.66,5.96,7.47,6.45,2.14,4.98,3.6,7.47,6.3,8.35,7.22
8/10/2025,7.54,8.53,8.1,5.67,7.12,8.64,5.75,5.52,0,4.67,6.06,7.3,6.1,2.1,4.78,3.55,7.2,6.05,8.12,7.15
9/10/2025,7.51,8.72,8.49,5.38,7.31,8.02,5.91,5.23,0,4.69,6.03,7.01,5.85,2.01,4.56,3.53,7.05,6.15,7.72,7.09
10/10/2025,8.25,8.9,8.34,5.17,6.26,7.5,5.74,5.06,0,4.71,5.82,6.94,5.72,1.82,4.55,3.48,6.78,6.88,7.28,7.03
11/10/2025,8.4,9.2,8.1,5.04,6.12,7.14,5.8,4.94,0,4.74,5.54,6.7,5.54,1.58,4.52,3.48,6.39,7.16,6.96,6.95
12/10/2025,8.42,9.49,7.76,5.14,5.84,6.77,5.92,4.87,0,4.99,5.42,6.37,5.48,1.35,4.5,3.48,6.09,6.96,6.56,6.89
13/10/2025,8.92,9.5,7.54,5.31,5.7,6.55,5.9,4.82,0,5.44,5.26,6.33,5.44,1.2,4.22,3.55,5.85,6.88,6.24,6.83
14/10/2025,10.09,9.38,7.37,5.38,5.7,6.42,5.76,4.69,0,6.08,5.62,6.52,5.62,1.19,3.77,3.85,5.65,6.65,5.96,6.85
15/10/2025,10.74,9.21,7.18,5.3,5.98,6.46,5.57,4.55,0,6.45,5.76,6.53,6.06,1.27,3.88,3.85,5.44,0,5.76,6.84
16/10/2025,10.92,8.85,6.98,5.28,6.66,6.36,5.39,4.38,0,6.52,5.48,6.4,6.42,1.42,3.78,3.54,5.2,6.45,5.53,6.75
17/10/2025,10.75,8.52,6.79,5.22,7.02,6.35,5.25,4.3,0,6.56,5.26,6.13,6.4,1.65,3.55,3.48,5.13,6.31,5.38,6.61
18/10/2025,10.25,8.32,6.64,5.16,6.88,6.22,5.19,4.53,0,6.16,5.22,6.37,6.21,1.73,3.52,3.62,4.95,6.2,0,6.45
19/10/2025,9.7,8.07,6.46,5.01,6.66,6.04,5.1,4.91,0,5.68,5.22,7.26,6.23,1.74,3.52,3.76,4.64,5.93,5.23,6.36
20/10/2025,9.2,7.68,6.3,4.86,6.6,5.92,5.17,5.74,0,5.18,5.07,7.2,6.1,1.88,3.38,3.61,4.38,5.58,5.23,6.22
21/10/2025,8.68,7.27,6.18,4.74,6.78,5.79,5.24,5.56,0,4.86,4.74,7.05,5.98,2.28,3.05,3.26,4.18,5.32,4.96,6.08
22/10/2025,8.2,6.9,6.01,4.65,6.7,5.67,5.22,5.13,0,4.56,4.44,6.67,5.92,2.45,2.99,3.05,4.05,5.09,4.9,5.92
23/10/2025,7.75,6.63,5.94,4.63,6.38,5.46,5.2,4.83,0,4.18,4.11,6.41,5.86,1.85,3.03,3.07,3.96,4.91,4.75,5.78
24/10/2025,7.32,6.41,5.9,4.6,5.96,5.29,5.17,4.72,0,3.97,3.64,6.1,5.82,1.81,3.03,3.31,4,4.72,4.58,5.68
25/10/2025,6.93,6.26,5.79,4.54,5.72,5.2,5.1,4.8,0,4.07,3.73,6.21,5.75,2.04,2.95,3.47,3.78,4.38,4.43,5.63
26/10/2025,6.6,6.2,5.71,4.52,5.79,5.18,4.96,5.3,0,3.73,4.14,5.86,5.7,1.55,2.99,3.45,3.45,4.24,4.33,5.61
27/10/2025,6.49,6.24,5.96,4.37,6.2,5.19,4.8,6.3,0,3.62,4.34,5.56,5.72,1.26,3.11,3.43,3.36,3.95,4.43,5.6
28/10/2025,6.29,6.42,6.24,4.3,6.16,5.12,4.68,7.05,0,3.72,4.43,5.52,5.64,1.2,3.16,3.43,3.36,3.78,4.23,5.57
29/10/2025,6.05,6.49,6.24,4.37,6.15,4.9,4.58,7.18,0,3.82,4.62,5.56,5.76,1.2,3.06,3.51,3.38,3.76,4.18,5.52
30/10/2025,5.85,6.35,6.19,4.42,5.94,4.64,4.57,6.98,0,3.9,4.53,6.1,5.9,1.21,2.65,3.52,3.42,4.1,4.02,5.49
31/10/2025,5.68,6.13,6.13,4.23,5.81,4.46,4.72,6.6,0,3.93,4.38,6.8,5.9,1.38,2.62,3.48,3.43,4.45,4.08,5.45
1/11/2024,5.56,5.99,6.08,3.96,5.68,4.42,4.82,6.22,4.63,3.93,4.32,6.89,5.9,1.39,2.89,3.42,3.45,4.63,4.03,5.24
2/11/2024,5.41,5.8,6.41,3.73,5.65,4.78,4.85,5.92,4.44,3.9,4.26,6.75,5.73,1.52,3.15,3.42,3.49,4.75,3.83,5.12
3/11/2024,5.27,5.65,6.84,3.62,5.72,5.26,4.8,5.75,4.3,3.92,4.23,6.68,5.66,1.52,3.07,3.23,3.46,4.75,3.53,4.98
4/11/2024,5.14,5.58,6.82,3.62,5.68,5.46,4.66,5.79,4.19,3.73,4.28,6.53,5.46,1.32,2.73,3.2,3.38,4.45,3.43,4.93
5/11/2024,5.02,5.57,6.98,3.6,5.52,5.26,4.58,5.98,4.12,3.48,4.03,6.27,5.46,1.12,2.48,3.34,3.54,4.33,3.32,4.83
6/11/2024,4.9,5.54,7.48,3.65,5.2,4.91,4.58,6.05,4.25,3.42,3.83,5.88,5.6,1.1,2.44,3.52,3.7,4.18,3.36,4.95
7/11/2024,4.8,5.59,8.54,3.75,4.81,4.62,4.48,5.92,4.31,3.53,3.62,5.37,5.69,1.12,2.4,3.6,3.7,4.03,3.62,5.22
8/11/2024,4.7,5.86,8.57,3.87,4.66,4.46,4.17,5.72,4.42,3.55,3.63,4.98,5.66,0,2.43,3.65,3.46,3.83,3.62,5.22
9/11/2024,4.6,6.18,8.65,3.95,4.62,4.52,3.88,5.56,4.52,3.45,4.1,4.84,5.4,0,2.52,3.79,2.95,3.78,3.44,4.98
10/11/2024,4.53,5.94,8.44,3.9,4.51,4.64,3.64,5.42,4.66,3.32,5.88,4.89,5.13,0,2.74,3.79,2.7,3.72,3.35,4.96
11/11/2024,4.43,5.4,8.02,3.75,4.32,4.66,3.63,5.28,4.78,3.23,6.26,4.91,4.92,1.2,2.85,3.64,2.45,3.56,3.16,5.13
12/11/2024,4.34,4.86,7.56,3.54,4.18,4.63,3.66,5.16,4.94,3.12,6.04,4.9,4.7,1.17,2.93,3.31,2.3,3.24,3.33,
13/11/2024,4.25,4.53,7.17,3.32,4.08,4.52,3.66,5.06,4.78,2.94,5.69,4.83,4.6,1.18,2.84,3.17,2.34,2.92,3.35,
14/11/2024,4.18,4.44,6.73,3.11,3.96,4.41,3.64,4.96,4.54,2.82,6.02,4.77,4.36,1.18,2.73,3,2.46,2.65,3.78,
15/11/2024,4.12,4.43,6.37,2.98,3.86,4.43,3.59,4.89,4.34,2.73,6.46,4.79,4.17,1.22,2.32,2.9,2.53,2.55,0,
16/11/2024,4.06,4.38,6.16,2.92,3.78,4.41,3.44,4.81,4.09,2.68,6.42,4.79,4.02,1.22,2.22,2.78,2.68,2.48,0,
17/11/2024,3.99,4.32,5.81,2.91,3.7,4.26,3.28,4.76,3.88,2.75,6.43,4.74,3.9,1.19,2.32,2.85,2.66,2.51,0,
18/11/2024,3.92,4.28,5.58,2.96,3.64,4,3.17,4.71,3.67,2.92,6.32,4.66,3.7,1.18,2.42,2.9,2.52,2.56,0,
19/11/2024,3.82,4.27,5.35,3.06,3.62,3.73,3.11,4.59,3.5,3.2,6.09,4.63,3.72,1.12,2.55,2.83,2.62,2.52,3.15,
20/11/2024,3.72,4.2,5.17,3.04,3.61,3.56,3.12,4.56,3.39,3.52,5.75,4.49,3.7,1.06,2.67,2.66,2.68,2.51,2.95,
21/11/2024,3.71,4.15,5.03,2.92,3.59,3.4,3.16,4.56,3.38,3.48,5.44,4.43,3.62,1,2.48,2.6,2.52,2.34,2.83,
22/11/2024,3.76,4.14,4.92,2.8,3.53,3.29,3.22,4.6,3.46,3.21,5.06,4.34,3.48,1.12,2.31,2.63,2.5,2.1,2.65,
23/11/2024,3.7,4.12,4.81,2.76,3.49,3.21,3.26,4.6,3.8,3.04,4.57,4.27,3.45,1.12,2.2,2.62,2.5,1.96,2.53,
24/11/2024,3.61,3.96,4.68,2.72,3.43,3.17,3.2,4.65,3.84,3.06,4.23,4.3,3.46,1.05,2.15,2.46,2.54,2.14,2.57,
25/11/2024,3.53,3.69,4.62,2.68,3.35,3.19,3.16,4.73,3.9,3.04,4.12,4.37,3.56,1.1,2.02,2.43,2.64,2.22,2.78,
26/11/2024,3.5,3.56,4.61,2.62,3.26,3.32,3.1,4.8,3.8,2.99,4.02,4.26,3.79,1.21,1.93,2.52,2.63,2.31,2.95,
27/11/2024,3.48,3.46,4.49,2.57,3.19,3.34,3,4.77,3.8,2.96,3.91,4.22,3.71,1.33,1.89,2.53,2.48,2.32,2.98,
28/11/2024,3.53,3.44,4.26,2.56,3.14,3.19,2.93,4.67,3.86,2.9,3.83,4.23,3.71,1.3,1.79,2.35,2.46,2.3,2.81,
29/11/2024,3.5,3.44,4.12,2.56,3.08,3.06,2.91,4.58,3.87,2.8,3.87,4.63,3.61,1.34,1.69,2.2,2.48,2.26,2.66,
30/11/2024,3.37,3.37,4.03,2.58,3,3.02,2.94,4.5,3.84,2.63,3.73,5.44,3.56,1.46,1.68,2,2.58,2.27,2.5,
1/12/2024,3.26,3.26,4.02,2.58,2.98,3.02,3.08,4.44,3.82,2.44,3.73,5.82,3.39,1.48,1.84,1.83,2.58,2.24,2.5,
2/12/2024,3.2,3.18,4,2.58,2.8,3.01,3.2,4.35,3.81,2.16,3.84,5.74,3.17,1.44,1.88,1.9,2.5,2.19,2.42,
3/12/2024,3.14,3.16,3.94,2.61,2.72,2.98,3.26,4.27,3.82,1.98,3.92,5.41,2.84,1.42,1.75,2.13,2.48,2.18,2.18,
4/12/2024,3.08,3.12,3.82,2.6,2.68,2.94,3.14,4.22,3.82,2.03,3.84,5.08,2.62,1.44,1.65,2.18,2.42,1.9,2.06,
5/12/2024,2.99,3.03,3.72,2.56,2.65,2.93,3.07,4.28,3.82,2.06,3.7,4.83,2.58,1.37,1.73,2.01,2.3,1.73,2.06,
6/12/2024,2.88,2.93,3.64,2.51,2.67,2.92,3.03,4.29,3.81,2.2,3.65,4.62,2.64,1.46,1.8,1.88,2.08,1.6,2.15,
7/12/2024,2.88,2.84,3.56,2.43,2.7,2.83,3.08,4.2,0,2.26,3.79,4.51,2.64,1.52,1.8,1.8,1.8,1.56,2.13,
8/12/2024,2.9,2.8,3.53,2.36,2.7,2.73,3.2,4.06,0,2.52,4.01,4.32,2.59,1.48,1.68,1.72,1.71,1.7,2.1,
9/12/2024,2.89,2.82,3.52,2.36,2.71,2.62,3.23,3.91,0,2.72,3.98,4.23,2.58,1.41,1.55,1.62,1.76,1.77,2.03,
10/12/2024,2.86,2.87,3.53,2.44,2.69,2.56,3.15,3.81,0,2.77,3.58,4.21,2.58,1.44,1.49,1.54,1.85,1.82,1.95,
11/12/2024,2.82,2.94,3.52,2.52,2.65,2.51,3,3.72,0,2.72,3.16,4.16,2.58,1.51,1.55,1.54,1.83,1.82,1.95,
12/12/2024,2.8,3.04,3.47,2.6,2.65,2.47,2.84,3.7,0,2.6,2.6,4.17,2.57,1.4,1.61,1.56,1.84,1.82,2.02,
13/12/2024,2.78,3.06,3.45,2.63,2.62,2.43,2.82,3.8,0,2.46,2.41,4.27,2.5,1.36,1.62,1.54,1.84,1.72,2.36,
14/12/2024,2.73,3.04,3.42,2.57,2.52,2.4,2.88,3.9,0,2.39,2.35,4.4,2.46,1.34,1.66,1.57,1.71,1.58,2.66,
15/12/2024,2.68,2.98,3.87,2.53,2.45,2.37,2.86,3.94,0,2.32,2.25,4.39,2.46,1.37,1.89,1.6,1.57,1.52,2.65,
16/12/2024,2.66,2.88,3.32,2.6,2.42,2.33,2.78,3.99,0,2.2,2.11,4.22,2.58,1.57,1.99,1.71,1.54,1.51,2.42,
17/12/2024,2.62,2.8,3.29,2.63,2.43,2.32,2.68,3.97,0,2.13,2.07,4.02,2.64,1.76,1.94,1.82,1.62,1.45,2.16,
18/12/2024,2.59,2.76,3.23,2.5,2.5,2.31,2.6,4.08,0,2.18,2.31,3.78,2.68,1.86,1.92,1.86,1.65,1.4,1.95,
19/12/2024,2.58,2.74,3.17,2.3,2.58,2.34,2.52,5.24,0,2.25,2.58,3.61,2.7,1.92,1.86,1.8,1.68,1.4,1.85,
20/12/2024,2.54,2.74,3.08,2.16,2.76,2.34,2.46,6.72,0,2.25,2.58,3.5,2.68,2.07,1.85,1.82,1.68,1.4,2.15,
21/12/2024,2.5,2.71,3.03,2.13,2.98,2.3,2.4,7.96,0,2.13,2.72,3.42,2.62,2.16,2.02,1.8,1.62,1.31,2.66,
22/12/2024,2.5,2.66,2.94,2.1,3.02,2.25,2.35,7.66,0,2,2.76,3.32,2.67,2.18,2.14,1.69,1.59,1.31,2.75,
23/12/2024,2.5,2.59,2.87,2.13,2.92,2.22,2.3,6.4,0,1.94,2.82,3.3,2.78,2,2.16,1.49,1.59,1.41,2.62,
24/12/2024,2.44,2.54,2.77,2.18,2.73,2.21,2.28,5.58,0,1.92,2.96,3.22,3.02,1.78,2.14,1.39,1.58,1.44,2.45,
25/12/2024,2.37,2.51,2.7,2.2,2.48,2.22,2.26,4.98,0,1.91,3.1,3.17,3.12,1.67,2.27,1.33,1.68,1.4,2.3,
26/12/2024,2.32,2.48,2.64,2.16,2.29,2.22,2.24,4.56,0,1.93,3.11,3.16,3.02,1.5,2.3,1.27,1.94,1.42,2.32,
27/12/2024,2.29,2.44,2.59,2.1,2.21,2.18,2.28,4.18,0,2.2,3.11,3.17,2.93,1.51,2.4,1.24,2.02,1.5,2.26,
28/12/2024,2.29,2.42,2.55,2.05,2.19,2.18,2.32,4.02,0,2.4,3.12,3.2,2.82,1.52,2.55,1.27,2.03,1.55,0,
29/12/2024,2.28,2.38,2.52,2.02,2.15,2.21,2.36,3.84,0,2.49,3.12,3.22,2.66,1.49,2.68,1.28,1.96,1.6,0,
30/12/2024,2.24,2.33,2.52,2.05,2.12,2.23,2.36,3.74,0,2.53,3.22,3.22,2.52,1.44,2.45,1.24,1.92,1.58,0,
31/12/2024,2.19,2.26,2.52,2.08,2.1,2.34,2.3,3.72,0,2.55,3.36,3.26,2.47,1.46,2.28,1.18,1.82,1.53,2.13,
