phase,fold,partition,model,architecture,lookback_days,station_set,seed,horizon_days,n,MAE_m,RMSE_m,bias_m,NSE,KGE,MAE_skill_vs_persistence
E4,A,validation,persistence,tcn_gru,60,S2,42,14,286,1.041258741258741,1.407014892988311,-0.0859440559440559,0.6044994670145496,0.8063844268516253,0.0
E4,A,validation,tcn_gru,tcn_gru,60,S2,42,1,286,0.1319711942814444,0.1736652325128728,0.0456453775901056,0.9944784558970016,0.9791797451048742,0.3789079880781124
E4,A,validation,tcn_gru,tcn_gru,60,S2,42,3,286,0.4158669455193138,0.5549289692992375,0.0362439141698646,0.9430931543964496,0.9704507718345572,0.2351257465046704
E4,A,validation,tcn_gru,tcn_gru,60,S2,42,5,286,0.6598125094300383,0.8757776769946245,0.0090782233301572,0.8567804642614961,0.9270981260905216,0.1376182355498083
E4,A,validation,tcn_gru,tcn_gru,60,S2,42,7,286,0.8346192421529676,1.0841508660168957,0.0091464633874955,0.77793257803934,0.8817662340458582,0.0840677515991377
E4,A,validation,tcn_gru,tcn_gru,60,S2,42,14,286,0.9721733843029796,1.2979969751353715,-0.0331296715869774,0.66341322716965,0.8002631647658903,0.0663479250817589
E4,B,validation,persistence,tcn_gru,60,S2,42,1,62,0.2145161290322579,0.3655530498546886,-0.032258064516129,0.9309945027872958,0.9566694431455778,0.0
E4,B,validation,persistence,tcn_gru,60,S2,42,3,62,0.5146774193548387,0.7111655585114504,-0.1204838709677419,0.7705239603978722,0.8478328815108065,0.0
E4,B,validation,persistence,tcn_gru,60,S2,42,5,62,0.6679032258064516,0.8785554492571057,-0.2137096774193548,0.6906662769398197,0.774411348917677,0.0
E4,B,validation,persistence,tcn_gru,60,S2,42,7,62,0.8017741935483871,1.052313120333395,-0.2701612903225806,0.5985952285682989,0.7055399863549991,0.0
E4,B,validation,persistence,tcn_gru,60,S2,42,14,62,1.214516129032258,1.5788021183898435,-0.626774193548387,0.3269259768834424,0.5049468732195747,0.0
E4,B,validation,tcn_gru,tcn_gru,60,S2,42,1,62,0.1952736722173229,0.2735963734018347,0.0476524515209657,0.96134519034821,0.9247010147677076,0.0897016783854116
E4,B,validation,tcn_gru,tcn_gru,60,S2,42,3,62,0.482138453971955,0.695711546487111,0.040095074676698,0.7803888748288682,0.8111517574404686,0.0632220574659602
E4,B,validation,tcn_gru,tcn_gru,60,S2,42,5,62,0.6462311433015331,0.823453232318372,-0.0449072215826282,0.7282517272858584,0.7558918108903516,0.032447938065804
E4,B,validation,tcn_gru,tcn_gru,60,S2,42,7,62,0.7981317695302347,0.9836916821727312,0.029619577719319,0.6492395986651571,0.6624167471490291,0.004542954921051
E4,B,validation,tcn_gru,tcn_gru,60,S2,42,14,62,1.264692794103776,1.4504564365385522,-0.2046184774560315,0.4319104403970484,0.4851573494091233,-0.0413141199792046
E4,C,validation,persistence,tcn_gru,60,S2,42,1,277,0.2017328519855595,0.3289793866233942,0.0015884476534296,0.9553548841246552,0.977644622149306,0.0
E4,C,validation,persistence,tcn_gru,60,S2,42,3,277,0.4883032490974729,0.7602840054565587,0.0063537906137184,0.7632174971887316,0.8810335904786388,0.0
E4,C,validation,persistence,tcn_gru,60,S2,42,5,277,0.6615162454873647,1.0256705123966467,0.0128519855595667,0.573753852715045,0.7846299942664365,0.0
E4,C,validation,persistence,tcn_gru,60,S2,42,7,277,0.8051263537906137,1.1816325975817823,0.0224548736462093,0.4422828632477958,0.7160880484096872,0.0
E4,C,validation,persistence,tcn_gru,60,S2,42,14,277,1.0539350180505416,1.3963635081637618,0.0540794223826714,0.2545565946429161,0.6117319928666797,0.0
E4,C,validation,tcn_gru,tcn_gru,60,S2,42,1,277,0.1979236990643753,0.2398966069418949,-0.1314698082725066,0.9762597771002142,0.9239640981581618,0.0188821646236223
E4,C,validation,tcn_gru,tcn_gru,60,S2,42,3,277,0.4009648977784903,0.626004332052846,-0.0328348038407441,0.8394713417074335,0.9146721684181196,0.1788608850758403
E4,C,validation,tcn_gru,tcn_gru,60,S2,42,5,277,0.5961509433593131,0.9409328703492496,-0.0308941124664749,0.6412747000209612,0.8233781685577964,0.0988113331667228
E4,C,validation,tcn_gru,tcn_gru,60,S2,42,7,277,0.7287180754682218,1.128821867393807,-0.0205301472168108,0.4910209692894534,0.7335825506038947,0.094902219959208
E4,C,validation,tcn_gru,tcn_gru,60,S2,42,14,277,1.0336125395831648,1.375478537670765,0.0109008915544845,0.2766885629690853,0.5905340257915972,0.0192824776853578
E4,D,validation,persistence,tcn_gru,60,S2,42,1,38,0.1092105263157894,0.1596295052531593,-0.0413157894736842,0.988528531674252,0.9335148117583818,0.0
E4,D,validation,persistence,tcn_gru,60,S2,42,3,38,0.3934210526315789,0.6895250081339365,-0.2313157894736842,0.8749430857522572,0.6938786191304969,0.0
E4,D,validation,persistence,tcn_gru,60,S2,42,5,38,0.763421052631579,1.4973160198027318,-0.5334210526315789,0.6943618334124293,0.4637963624621306,0.0
E4,D,validation,persistence,tcn_gru,60,S2,42,7,38,1.0628947368421056,2.0221139277602798,-0.7876315789473683,0.5998455208780628,0.3596621227770213,0.0
E4,D,validation,persistence,tcn_gru,60,S2,42,14,38,0.8089473684210525,1.4211300173860906,-0.4342105263157892,0.6755194553023375,0.5107948872403254,0.0
E4,D,validation,tcn_gru,tcn_gru,60,S2,42,1,38,0.071676730168493,0.1006498533443233,0.0427069056347794,0.995439431660918,0.975491795656955,0.3436829526740391
E4,D,validation,tcn_gru,tcn_gru,60,S2,42,3,38,0.358039907483678,0.6051304197522107,-0.0707253960716098,0.9036824038943774,0.742146305608476,0.089932007733795
E4,D,validation,tcn_gru,tcn_gru,60,S2,42,5,38,0.7305653393111731,1.3668640216325492,-0.3004736732652315,0.7452986375829149,0.522016157205542,0.0430374734979464
E4,D,validation,tcn_gru,tcn_gru,60,S2,42,7,38,1.1064278323085683,1.949712977274954,-0.5031201809644701,0.6279872658224666,0.3916133872088732,-0.0409571088815445
E4,D,validation,tcn_gru,tcn_gru,60,S2,42,14,38,0.9168592911017563,1.3650050058625474,-0.0514269932320246,0.7006429262586613,0.5365436169023323,-0.1333979525656066
E4,A,validation,persistence,tcn_gru,60,S3,42,1,286,0.2124825174825175,0.2896688487877872,-0.0056993006993007,0.984638332245271,0.9919254811489544,0.0
E4,A,validation,persistence,tcn_gru,60,S3,42,3,286,0.5437062937062938,0.7305955995418602,-0.0162937062937062,0.9013620988069022,0.9504747375016004,0.0
E4,A,validation,persistence,tcn_gru,60,S3,42,5,286,0.7651048951048952,1.009260616989979,-0.027062937062937,0.8097953313113505,0.905250930028134,0.0
E4,A,validation,persistence,tcn_gru,60,S3,42,7,286,0.9112237762237764,1.1668409626713625,-0.0383566433566433,0.7427657800511018,0.87246174168187,0.0
E4,A,validation,persistence,tcn_gru,60,S3,42,14,286,1.041258741258741,1.407014892988311,-0.0859440559440559,0.6044994670145496,0.8063844268516253,0.0
E4,A,validation,tcn_gru,tcn_gru,60,S3,42,1,286,0.2357018002555085,0.3099358605987756,0.0728044795364762,0.98241353961642,0.9628278958187192,-0.1092762032758836
E4,A,validation,tcn_gru,tcn_gru,60,S3,42,3,286,0.3065726225067685,0.3993793377668221,0.0427126629827735,0.9705245188123264,0.9616561117241772,0.4361429579618276
E4,A,validation,tcn_gru,tcn_gru,60,S3,42,5,286,0.5496743699845734,0.6916575723604723,-0.0761724237170256,0.9106701116075872,0.9209620814091184,0.2815699213253452
E4,A,validation,tcn_gru,tcn_gru,60,S3,42,7,286,0.7902594326301053,0.9872210135764736,0.0016164509108012,0.8158659139038945,0.8827018653075702,0.1327493276074973
E4,A,validation,tcn_gru,tcn_gru,60,S3,42,14,286,0.9571508076265977,1.225844461794254,-0.0410642213046137,0.6997932707123191,0.8031465029745742,0.080775248552025
E4,B,validation,persistence,tcn_gru,60,S3,42,1,62,0.2145161290322579,0.3655530498546886,-0.032258064516129,0.9309945027872958,0.9566694431455778,0.0
E4,B,validation,persistence,tcn_gru,60,S3,42,3,62,0.5146774193548387,0.7111655585114504,-0.1204838709677419,0.7705239603978722,0.8478328815108065,0.0
E4,B,validation,persistence,tcn_gru,60,S3,42,5,62,0.6679032258064516,0.8785554492571057,-0.2137096774193548,0.6906662769398197,0.774411348917677,0.0
E4,B,validation,persistence,tcn_gru,60,S3,42,7,62,0.8017741935483871,1.052313120333395,-0.2701612903225806,0.5985952285682989,0.7055399863549991,0.0
E4,B,validation,persistence,tcn_gru,60,S3,42,14,62,1.214516129032258,1.5788021183898435,-0.626774193548387,0.3269259768834424,0.5049468732195747,0.0
E4,B,validation,tcn_gru,tcn_gru,60,S3,42,1,62,0.3552491022886769,0.4617699125080551,0.2727830756671965,0.8898881319070504,0.8710669842799944,-0.6560484467592465
E4,B,validation,tcn_gru,tcn_gru,60,S3,42,3,62,0.3358371096464894,0.5037613486513696,0.1504957916082872,0.8848548630964935,0.8803584854012935,0.3474803886530132
E4,B,validation,tcn_gru,tcn_gru,60,S3,42,5,62,0.542371356237319,0.6724435195907303,0.1808658432768235,0.818782330809106,0.8489705152445034,0.1879491889226326
E4,B,validation,tcn_gru,tcn_gru,60,S3,42,7,62,0.614558172225952,0.7761640763277954,0.059398872083233,0.7816266500820743,0.7908400381656789,0.2335021790784747
E4,B,validation,tcn_gru,tcn_gru,60,S3,42,14,62,0.9891037481638694,1.3215619311176292,-0.3518325279797279,0.5283905829996507,0.588709577922613,0.1855985074879164
E4,C,validation,persistence,tcn_gru,60,S3,42,1,277,0.2017328519855595,0.3289793866233942,0.0015884476534296,0.9553548841246552,0.977644622149306,0.0
E4,C,validation,persistence,tcn_gru,60,S3,42,3,277,0.4883032490974729,0.7602840054565587,0.0063537906137184,0.7632174971887316,0.8810335904786388,0.0
E4,C,validation,persistence,tcn_gru,60,S3,42,5,277,0.6615162454873647,1.0256705123966467,0.0128519855595667,0.573753852715045,0.7846299942664365,0.0
E4,C,validation,persistence,tcn_gru,60,S3,42,7,277,0.8051263537906137,1.1816325975817823,0.0224548736462093,0.4422828632477958,0.7160880484096872,0.0
E4,C,validation,persistence,tcn_gru,60,S3,42,14,277,1.0539350180505416,1.3963635081637618,0.0540794223826714,0.2545565946429161,0.6117319928666797,0.0
E4,C,validation,tcn_gru,tcn_gru,60,S3,42,1,277,0.1983921947548105,0.2754345361427357,0.0666480031684846,0.9687051142344046,0.964609315847649,0.0165598076756886
E4,C,validation,tcn_gru,tcn_gru,60,S3,42,3,277,0.3591925999360824,0.5506861127740127,0.0619764147295416,0.8757758173987104,0.9121463938285276,0.2644066968631167
E4,C,validation,tcn_gru,tcn_gru,60,S3,42,5,277,0.5690342051543914,0.861872139774353,0.0799125829586482,0.6990250082179512,0.8241243933859358,0.1398031279864308
E4,C,validation,tcn_gru,tcn_gru,60,S3,42,7,277,0.719489475570431,1.065868679644301,-0.0014628362483497,0.5462083880770239,0.7260755309230389,0.1063645200743906
E4,C,validation,tcn_gru,tcn_gru,60,S3,42,14,277,0.9294652462027132,1.253774273324086,-0.1124308625907245,0.3990250029312809,0.6200594501312462,0.1181000438509571
E4,D,validation,persistence,tcn_gru,60,S3,42,1,38,0.1092105263157894,0.1596295052531593,-0.0413157894736842,0.988528531674252,0.9335148117583818,0.0
E4,D,validation,persistence,tcn_gru,60,S3,42,3,38,0.3934210526315789,0.6895250081339365,-0.2313157894736842,0.8749430857522572,0.6938786191304969,0.0
E4,D,validation,persistence,tcn_gru,60,S3,42,5,38,0.763421052631579,1.4973160198027318,-0.5334210526315789,0.6943618334124293,0.4637963624621306,0.0
E4,D,validation,persistence,tcn_gru,60,S3,42,7,38,1.0628947368421056,2.0221139277602798,-0.7876315789473683,0.5998455208780628,0.3596621227770213,0.0
E4,D,validation,persistence,tcn_gru,60,S3,42,14,38,0.8089473684210525,1.4211300173860906,-0.4342105263157892,0.6755194553023375,0.5107948872403254,0.0
E4,D,validation,tcn_gru,tcn_gru,60,S3,42,1,38,0.1641163849987481,0.1901400393680149,0.1321086576894707,0.983724294082808,0.9279541109661604,-0.5027524409523922
E4,D,validation,tcn_gru,tcn_gru,60,S3,42,3,38,0.4327412701280493,0.6115531825824037,0.0588925816510851,0.901626952532496,0.7150024460566087,-0.0999443655428677
E4,D,validation,tcn_gru,tcn_gru,60,S3,42,5,38,0.7032982596598172,1.3176612699246886,-0.2713000148221068,0.7633054788095783,0.5369507261121811,0.0787544340891743
E4,D,validation,tcn_gru,tcn_gru,60,S3,42,7,38,1.090709383048509,1.865886907491124,-0.4079012144239328,0.6592882773948963,0.4212019928012105,-0.0261687684041429
E4,D,validation,tcn_gru,tcn_gru,60,S3,42,14,38,0.8604266990485943,1.34665535376309,-0.0974776040252888,0.7086372947711508,0.545371540947404,-0.0636374288824523
E4,A,validation,persistence,tcn_gru,60,S4,42,1,286,0.2124825174825175,0.2896688487877872,-0.0056993006993007,0.984638332245271,0.9919254811489544,0.0
E4,A,validation,persistence,tcn_gru,60,S4,42,3,286,0.5437062937062938,0.7305955995418602,-0.0162937062937062,0.9013620988069022,0.9504747375016004,0.0
E4,A,validation,persistence,tcn_gru,60,S4,42,5,286,0.7651048951048952,1.009260616989979,-0.027062937062937,0.8097953313113505,0.905250930028134,0.0
E4,A,validation,persistence,tcn_gru,60,S4,42,7,286,0.9112237762237764,1.1668409626713625,-0.0383566433566433,0.7427657800511018,0.87246174168187,0.0
E4,A,validation,persistence,tcn_gru,60,S4,42,14,286,1.041258741258741,1.407014892988311,-0.0859440559440559,0.6044994670145496,0.8063844268516253,0.0
