fold,station_set,seed,model,horizon_days,threshold_name,threshold_m,hits,misses,false_alarms,POD_recall,FAR,CSI,F1,event_count,mean_peak_magnitude_error_m,mean_absolute_peak_timing_error_days,evidence_class
A,S4,82,lstm,4,train_q90,8.84,53,2,3,0.9636363636363636,0.05357142857142857,0.9137931034482759,0.954954954954955,1,-0.48417722702026467,2.0,exploratory
A,S4,82,lstm,4,train_q95,10.08,31,5,3,0.8611111111111112,0.08823529411764706,0.7948717948717948,0.8857142857142857,4,-0.3988307905197157,2.0,exploratory
A,S4,82,lstm,5,official_alarm,11.4,4,11,1,0.26666666666666666,0.2,0.25,0.4,2,-0.7063707494735736,2.0,exploratory
A,S4,82,lstm,5,train_q90,8.84,52,3,4,0.9454545454545454,0.07142857142857142,0.8813559322033898,0.9369369369369369,1,-0.6294970417022725,3.0,exploratory
A,S4,82,lstm,5,train_q95,10.08,29,6,4,0.8285714285714286,0.12121212121212122,0.7435897435897436,0.8529411764705882,4,-0.47755475997924934,2.25,exploratory
A,S4,82,lstm,6,official_alarm,11.4,1,14,1,0.06666666666666667,0.5,0.0625,0.11764705882352941,2,-0.8298600196838395,3.0,exploratory
A,S4,82,lstm,6,train_q90,8.84,50,5,5,0.9090909090909091,0.09090909090909091,0.8333333333333334,0.9090909090909091,1,-0.7637810707092303,4.0,exploratory
A,S4,82,lstm,6,train_q95,10.08,26,9,4,0.7428571428571429,0.13333333333333333,0.6666666666666666,0.8,4,-0.9957261371612565,3.0,exploratory
A,S4,82,lstm,7,official_alarm,11.4,1,14,1,0.06666666666666667,0.5,0.0625,0.11764705882352941,2,-1.037591547966005,3.5,exploratory
A,S4,82,lstm,7,train_q90,8.84,49,6,5,0.8909090909090909,0.09259259259259259,0.8166666666666667,0.8990825688073395,1,-0.9225849342346208,5.0,exploratory
A,S4,82,lstm,7,train_q95,10.08,24,11,5,0.6857142857142857,0.1724137931034483,0.6,0.75,4,-1.4037276506423964,2.75,exploratory
A,S4,82,lstm,8,official_alarm,11.4,1,15,0,0.0625,0.0,0.0625,0.11764705882352941,2,-1.595329723358156,4.0,exploratory
A,S4,82,lstm,8,train_q90,8.84,48,7,5,0.8727272727272727,0.09433962264150944,0.8,0.8888888888888888,1,-0.9972470664978044,6.0,exploratory
A,S4,82,lstm,8,train_q95,10.08,21,14,5,0.6,0.19230769230769232,0.525,0.6885245901639344,4,-1.5582310247421276,3.25,exploratory
A,S4,82,lstm,9,official_alarm,11.4,1,15,0,0.0625,0.0,0.0625,0.11764705882352941,2,-1.772762708663942,4.5,exploratory
A,S4,82,lstm,9,train_q90,8.84,46,9,6,0.8363636363636363,0.11538461538461539,0.7540983606557377,0.8598130841121495,1,-1.1436560535430917,7.0,exploratory
A,S4,82,lstm,9,train_q95,10.08,18,17,5,0.5142857142857142,0.21739130434782608,0.45,0.6206896551724138,4,-1.649313459396363,3.0,exploratory
A,S4,82,lstm,10,official_alarm,11.4,0,16,1,0.0,1.0,0.0,0.0,2,-1.6892866706848153,4.5,exploratory
A,S4,82,lstm,10,train_q90,8.84,45,10,7,0.8181818181818182,0.1346153846153846,0.7258064516129032,0.8411214953271028,1,-1.2050573539733893,8.0,exploratory
A,S4,82,lstm,10,train_q95,10.08,17,18,4,0.4857142857142857,0.19047619047619047,0.4358974358974359,0.6071428571428571,4,-1.6610877609252943,3.5,exploratory
A,S4,82,lstm,11,official_alarm,11.4,0,16,1,0.0,1.0,0.0,0.0,2,-1.6801676225662243,5.0,exploratory
A,S4,82,lstm,11,train_q90,8.84,44,11,8,0.8,0.15384615384615385,0.6984126984126984,0.822429906542056,1,-1.3193222999572765,9.0,exploratory
A,S4,82,lstm,11,train_q95,10.08,15,20,4,0.42857142857142855,0.21052631578947367,0.38461538461538464,0.5555555555555556,4,-1.836355758905412,2.75,exploratory
A,S4,82,lstm,12,official_alarm,11.4,0,17,1,0.0,1.0,0.0,0.0,2,-2.0738808727264404,1.5,exploratory
A,S4,82,lstm,12,train_q90,8.84,43,12,7,0.7818181818181819,0.14,0.6935483870967742,0.819047619047619,1,-1.3805922031402602,10.0,exploratory
A,S4,82,lstm,12,train_q95,10.08,12,23,5,0.34285714285714286,0.29411764705882354,0.3,0.46153846153846156,4,-1.8822461485862738,3.25,exploratory
A,S4,82,lstm,13,official_alarm,11.4,0,17,0,0.0,,0.0,0.0,2,-2.16194275379181,1.5,exploratory
A,S4,82,lstm,13,train_q90,8.84,41,14,8,0.7454545454545455,0.16326530612244897,0.6507936507936508,0.7884615384615384,1,-1.5030963897705085,11.0,exploratory
A,S4,82,lstm,13,train_q95,10.08,10,25,5,0.2857142857142857,0.3333333333333333,0.25,0.4,4,-1.95670950293541,4.25,exploratory
A,S4,82,lstm,14,official_alarm,11.4,0,16,0,0.0,,0.0,0.0,2,-2.248419556617738,1.5,exploratory
A,S4,82,lstm,14,train_q90,8.84,40,15,9,0.7272727272727273,0.1836734693877551,0.625,0.7692307692307693,1,-1.5532141494750995,12.0,exploratory
A,S4,82,lstm,14,train_q95,10.08,7,28,5,0.2,0.4166666666666667,0.175,0.2978723404255319,4,-2.0727678036689765,5.0,exploratory
B,S0,42,lstm,1,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,1,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-0.3820912075042724,1.0,exploratory
B,S0,42,lstm,1,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,2,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,2,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-0.38547666549682624,2.0,exploratory
B,S0,42,lstm,2,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,3,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,3,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-0.8973615550994882,2.0,exploratory
B,S0,42,lstm,3,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,4,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,4,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-1.547728853225708,2.0,exploratory
B,S0,42,lstm,4,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,5,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,5,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.255637855529786,2.0,exploratory
B,S0,42,lstm,5,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,6,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,6,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.692927103042602,2.0,exploratory
B,S0,42,lstm,6,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,7,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,7,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.9586942625045776,2.0,exploratory
B,S0,42,lstm,7,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,8,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,8,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.3620976638793945,2.0,exploratory
B,S0,42,lstm,8,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,9,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,9,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.406334605216979,2.0,exploratory
B,S0,42,lstm,9,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,10,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,10,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.4566324424743646,2.0,exploratory
B,S0,42,lstm,10,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,11,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,11,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.93269416809082,2.0,exploratory
B,S0,42,lstm,11,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,12,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,12,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-4.140099973678589,1.0,exploratory
B,S0,42,lstm,12,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,13,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,13,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-4.153015689849853,2.0,exploratory
B,S0,42,lstm,13,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,14,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,42,lstm,14,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-4.29744342803955,2.0,exploratory
B,S0,42,lstm,14,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,1,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,1,train_q90,8.88,0,1,1,0.0,1.0,0.0,0.0,1,-0.15807077407836978,1.0,exploratory
B,S0,52,lstm,1,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,2,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,2,train_q90,8.88,0,1,1,0.0,1.0,0.0,0.0,1,-0.17795450210571317,2.0,exploratory
B,S0,52,lstm,2,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,3,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,3,train_q90,8.88,0,1,1,0.0,1.0,0.0,0.0,1,-0.7473818874359139,2.0,exploratory
B,S0,52,lstm,3,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,4,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,4,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-1.3692858505249026,2.0,exploratory
B,S0,52,lstm,4,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,5,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,5,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.077656326293946,2.0,exploratory
B,S0,52,lstm,5,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,6,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,6,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.554862236976624,2.0,exploratory
B,S0,52,lstm,6,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,7,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,7,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.6819522666931146,2.0,exploratory
B,S0,52,lstm,7,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,8,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,8,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.124222736358642,2.0,exploratory
B,S0,52,lstm,8,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,9,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,9,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.152924327850341,1.0,exploratory
B,S0,52,lstm,9,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,10,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,10,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.160436925888061,2.0,exploratory
B,S0,52,lstm,10,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,11,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,11,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.5817131233215322,2.0,exploratory
B,S0,52,lstm,11,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,12,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,12,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.9306962966918944,1.0,exploratory
B,S0,52,lstm,12,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,13,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,13,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.9367975616455073,2.0,exploratory
B,S0,52,lstm,13,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,14,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,52,lstm,14,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.938932766914367,2.0,exploratory
B,S0,52,lstm,14,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,1,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,1,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-0.42910055160522553,1.0,exploratory
B,S0,62,lstm,1,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,2,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,2,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-0.44034451484680304,2.0,exploratory
B,S0,62,lstm,2,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,3,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,3,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-0.9321747016906734,2.0,exploratory
B,S0,62,lstm,3,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,4,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,4,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-1.546738624572754,2.0,exploratory
B,S0,62,lstm,4,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,5,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,5,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.166468992233277,2.0,exploratory
B,S0,62,lstm,5,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,6,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,6,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.567973070144653,2.0,exploratory
B,S0,62,lstm,6,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,7,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,7,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.8439789247512817,2.0,exploratory
B,S0,62,lstm,7,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,8,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,8,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.240764970779418,2.0,exploratory
B,S0,62,lstm,8,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,9,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,9,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.2566011095046994,2.0,exploratory
B,S0,62,lstm,9,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,10,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,10,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.352341022491455,2.0,exploratory
B,S0,62,lstm,10,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,11,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,11,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.7947705936431877,2.0,exploratory
B,S0,62,lstm,11,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,12,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,12,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.9773969364166257,1.0,exploratory
B,S0,62,lstm,12,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,13,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,13,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.9817005920410153,2.0,exploratory
B,S0,62,lstm,13,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,14,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,62,lstm,14,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-4.100649137496947,2.0,exploratory
B,S0,62,lstm,14,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,1,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,1,train_q90,8.88,0,1,1,0.0,1.0,0.0,0.0,1,-0.30450746536254947,1.0,exploratory
B,S0,72,lstm,1,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,2,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,2,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-0.3685327529907223,2.0,exploratory
B,S0,72,lstm,2,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,3,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,3,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-0.8764416885375983,2.0,exploratory
B,S0,72,lstm,3,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,4,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,4,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-1.4576528739929202,2.0,exploratory
B,S0,72,lstm,4,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,5,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,5,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.1337874889373785,2.0,exploratory
B,S0,72,lstm,5,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,6,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,6,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.5514201831817633,2.0,exploratory
B,S0,72,lstm,6,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,7,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,7,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.790616998672485,2.0,exploratory
B,S0,72,lstm,7,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,8,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,8,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.2304348516464225,2.0,exploratory
B,S0,72,lstm,8,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,9,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,9,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.342063541412352,2.0,exploratory
B,S0,72,lstm,9,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,10,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,10,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.3951179504394524,2.0,exploratory
B,S0,72,lstm,10,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,11,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,11,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.85701726913452,2.0,exploratory
B,S0,72,lstm,11,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,12,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,12,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-4.107465171813964,1.0,exploratory
B,S0,72,lstm,12,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,13,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,13,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-4.113775405883788,2.0,exploratory
B,S0,72,lstm,13,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,14,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,72,lstm,14,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-4.23203688621521,2.0,exploratory
B,S0,72,lstm,14,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,1,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,1,train_q90,8.88,0,1,1,0.0,1.0,0.0,0.0,1,-0.2988090991973884,1.0,exploratory
B,S0,82,lstm,1,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,2,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,2,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-0.34933292388916115,2.0,exploratory
B,S0,82,lstm,2,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,3,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,3,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-0.8176216316223144,2.0,exploratory
B,S0,82,lstm,3,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,4,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,4,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-1.4242930126190192,2.0,exploratory
B,S0,82,lstm,4,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,5,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,5,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.1026867103576663,2.0,exploratory
B,S0,82,lstm,5,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,6,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,6,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.5098452234268196,2.0,exploratory
B,S0,82,lstm,6,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,7,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,7,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.746856174468994,2.0,exploratory
B,S0,82,lstm,7,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,8,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,8,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.1813472938537597,2.0,exploratory
B,S0,82,lstm,8,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,9,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,9,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.242302951812743,2.0,exploratory
B,S0,82,lstm,9,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,10,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,10,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.2741058349609373,2.0,exploratory
B,S0,82,lstm,10,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,11,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,11,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.731228942871093,2.0,exploratory
B,S0,82,lstm,11,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,12,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,12,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.970111513137817,1.0,exploratory
B,S0,82,lstm,12,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,13,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,13,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.9641448116302485,2.0,exploratory
B,S0,82,lstm,13,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,14,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S0,82,lstm,14,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-4.082887158393859,2.0,exploratory
B,S0,82,lstm,14,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,1,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,1,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-0.41704366683960004,0.0,exploratory
B,S4,42,lstm,1,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,2,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,2,train_q90,8.88,0,1,1,0.0,1.0,0.0,0.0,1,-0.30814859390258853,1.0,exploratory
B,S4,42,lstm,2,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,3,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,3,train_q90,8.88,0,1,1,0.0,1.0,0.0,0.0,1,-0.26453895568847763,2.0,exploratory
B,S4,42,lstm,3,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,4,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,4,train_q90,8.88,0,1,1,0.0,1.0,0.0,0.0,1,-0.5409924316406247,2.0,exploratory
B,S4,42,lstm,4,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,5,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,5,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-1.210808897018433,2.0,exploratory
B,S4,42,lstm,5,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,6,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,6,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-1.8099193954467774,2.0,exploratory
B,S4,42,lstm,6,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,7,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,7,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-2.403717012405396,2.0,exploratory
B,S4,42,lstm,7,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,8,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,8,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.17417664527893,2.0,exploratory
B,S4,42,lstm,8,train_q95,10.105,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,9,official_alarm,11.4,0,0,0,,,,,0,,,exploratory
B,S4,42,lstm,9,train_q90,8.88,0,1,0,0.0,,0.0,0.0,1,-3.2040133190155027,0.0,exploratory
