date_gmt,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
9/6/2025,0,0,7.72,6.94,5.55,7.44,6.59,4.98,0,6.35,5.5,5.16,7.62,7.27,4.18,5.67,7.6,5.14,4.88,5.99
10/6/2025,0,0,7.58,6.87,5.5,7.33,6.2,5.26,0,7.02,5.34,6.18,7.58,7.24,4.38,5.7,7.43,5.22,5.27,6.07
11/6/2025,0,0,7.46,6.98,5.79,7.32,5.77,5.47,0,7.3,5.18,6.56,7.64,7.2,4.56,6,7.54,5.21,5.94,6.12
12/6/2025,0,0,7.4,6.99,5.76,7.32,5.26,5.68,0,7.38,5.22,6.75,7.44,7.06,4.67,6.35,7.68,5.49,6.7,6.18
13/6/2025,0,0,7.43,6.81,5.62,7.56,4.74,5.88,0,7.42,5.5,7,7.22,6.82,4.7,6.7,8.2,5.72,6.75,6.24
14/6/2025,0,0,7.69,6.64,5.37,7.5,4.41,5.73,0,7.46,5.78,6.94,6.86,6.66,4.5,7.15,8.38,5.78,6.92,6.33
15/6/2025,0,0,7.86,6.54,5.12,7.04,4.26,5.58,0,7.45,5.82,6.86,6.42,6.47,4.48,9.35,8.19,5.4,6.85,6.46
16/6/2025,0,0,8.14,6.37,4.84,6.6,4.19,5.53,0,7.52,5.52,6.92,6.46,6.24,5.24,9.23,8.02,5.23,6.62,6.52
17/6/2025,0,0,8.74,6.2,4.64,6.48,4.11,5.5,0,7.44,5.16,7.16,6.48,6.08,5.66,8.91,8.04,5.22,6.31,6.55
18/6/2025,0,0,8.92,6.22,4.42,6.71,3.98,5.33,0,7.22,4.96,7.15,6.24,5.98,5.5,8.95,8.06,5.25,6.02,6.52
19/6/2025,0,0,8.54,6.21,4.06,6.96,4.53,4.91,0,7.2,5.04,6.98,6.3,6.08,5.34,8.57,7.85,5.32,6.07,6.53
20/6/2025,0,0,8.25,6.08,4.2,7.08,5.85,4.46,0,7.33,5.08,6.62,6.52,5.98,6,8.3,7.64,5.46,6.01,6.59
21/6/2025,0,0,8.03,5.96,4.06,6.98,5.89,4.24,0,6.92,5.1,6.23,6.56,5.83,6.3,8,7.78,5.52,6.15,6.58
22/6/2025,0,0,7.77,5.78,4.2,6.88,5.81,4.32,0,6.8,5.3,6.06,6.86,5.7,6.38,7.82,7.67,5.5,6.34,6.63
23/6/2025,0,0,7.66,5.51,4.4,6.96,5.7,4.4,0,6.66,5.33,6.1,7.37,5.44,6.1,7.5,7.57,5.63,6.45,6.64
24/6/2025,0,0,8.08,5.46,4.5,7.09,5.33,4.51,0,6.52,5.39,5.92,7.49,5.48,6,7.25,7.49,5.38,6.48,6.63
25/6/2025,0,0,8.33,5.45,4.62,6.94,4.87,4.82,0,6.32,5.68,5.62,7.42,5.54,5.7,7.28,7.21,4.92,6.37,6.7
26/6/2025,0,0,8.09,5.4,4.95,6.99,4.49,5.7,0,5.91,5.97,5.32,7.56,5.22,5.5,7.37,7.19,5.13,6.62,6.82
27/6/2025,0,0,7.74,5.27,5.29,10.69,4.42,7.34,0,5.46,5.86,5.24,7.74,5.12,5.46,7.12,7.17,6.55,7.3,7.01
28/6/2025,0,0,7.52,5.07,5.59,10.76,4.62,7.54,0,5.22,5.78,5.51,8.63,5.36,5.48,7.08,7.41,6.82,7.58,7.16
29/6/2025,0,0,7.6,4.96,5.76,10.26,4.76,7.23,0,5.17,5.98,5.88,10.1,5,5.6,6.86,7.9,6.9,7.83,7.31
30/6/2025,0,0,7.71,5.22,5.8,10.03,4.72,6.86,0,5.15,6.15,6.32,10.12,4.93,5.59,6.87,7.73,6.68,7.91,7.4
1/7/2025,0,0,8.76,5.74,5.74,10.26,4.63,6.51,0,5.15,6.18,6.7,10.28,4.86,5.7,6.86,7.39,6.3,7.88,7.5
2/7/2025,0,0,9.1,6.12,5.78,10.3,4.48,6.23,0,5.3,6.08,6.28,10.18,4.74,5.62,6.83,7.34,6.24,7.66,7.59
3/7/2025,0,0,8.83,6.61,6.01,10.06,4.14,5.96,0,5.44,5.94,6.14,9.78,4.94,5.62,6.79,7.22,6.24,7.24,7.6
4/7/2025,0,0,8.66,7.66,6.23,10.46,3.9,5.85,0,5.45,6.16,6.18,9.32,4.77,5.62,6.69,7.46,6.21,7.13,7.69
5/7/2025,0,0,8.53,8.26,6.28,10.6,3.84,5.87,0,5.3,6.08,6.57,9.06,4.79,5.65,6.65,7.21,6.65,6.96,7.76
6/7/2025,0,0,8.66,8.31,6.27,10.29,4.62,5.72,0,5.2,5.82,6.78,8.4,4.87,5.64,6.74,7.31,6.78,6.41,7.85
7/7/2025,0,0,8.6,10.64,6.18,10.1,5.74,5.68,0,5.3,6.13,6.8,8,5.07,5.26,6.91,7.58,7.3,6.4,8.04
8/7/2025,0,0,8.58,12.36,6.14,9.9,6.17,5.83,0,5.57,6.87,6.76,7.68,5.42,5.36,6.67,7.8,7.67,6.82,8.16
9/7/2025,0,0,9.3,12.36,6.13,9.54,6.75,6.2,0,5.86,7.56,6.7,7.27,5.47,5.56,6.45,7.91,7.32,6.78,8.31
10/7/2025,0,0,10.4,11.7,5.93,9.05,7.32,6.42,0,6.23,8.21,6.66,7.21,5.37,5.54,6.6,8.02,6.92,7.2,8.4
11/7/2025,0,0,10.76,11.11,5.75,9.1,7.5,6.51,0,6.38,8.2,6.76,7.21,5.12,5.62,6.63,8.41,6.65,7.08,8.52
12/7/2025,0,0,10.86,10.66,6.07,9.12,7.28,6.56,0,6.34,8.04,6.8,7.62,4.9,5.7,6.88,8.69,6.34,6.83,8.64
13/7/2025,0,0,10.46,10.27,6.49,9.02,7.1,6.68,0,6.41,7.72,6.95,8.46,4.8,5.57,6.69,8.84,6.4,6.68,8.76
14/7/2025,0,0,9.9,10.04,6.63,8.88,7.2,7.04,0,6.46,7.37,7.6,8.6,4.44,5.55,6.44,9.28,6.47,6.46,8.93
15/7/2025,0,0,9.57,10.1,6.7,8.82,7.12,7.85,0,6.16,7.13,8.16,8.5,3.91,6.18,6.3,9.69,6.52,6.31,9.07
16/7/2025,0,0,9.44,9.96,6.53,9.03,7.18,8.32,0,5.68,6.91,8.66,8.4,3.68,6.77,6.44,10,6.63,6.51,9.2
17/7/2025,0,0,9.46,9.72,6.34,9.34,7.1,8.63,0,5.26,6.8,9.06,8.34,3.7,6.6,6.36,9.79,6.82,7.26,9.31
18/7/2025,0,0,9.78,9.71,6.38,9.67,7,8.62,0,5,7.08,9.52,8.92,3.69,6.38,6.13,9.24,7.15,7.66,9.45
19/7/2025,0,0,11.24,9.82,6.74,9.63,6.92,8.4,0,5.51,7.3,10.5,9.1,4.04,6.56,5.8,8.94,7.25,7.98,9.53
20/7/2025,0,0,12.4,9.8,7.15,9.91,6.63,8.34,0,5.98,7.57,10.15,8.8,4.28,6.63,5.61,8.82,6.92,7.94,9.55
21/7/2025,0,0,12.63,9.56,8.06,10.31,6.62,8.34,0,7.01,7.57,9.86,9.23,4.41,6.45,6.02,8.78,6.65,7.59,9.67
22/7/2025,0,0,12.9,9.28,8.3,10.64,7.38,8.34,0,7.98,7.46,9.46,10.68,4.39,6.43,6.3,9.33,6.53,7.54,9.84
23/7/2025,0,0,12.87,9.12,8.13,11.04,8.05,8.68,0,8.49,7.33,9.96,12.83,4.38,6.52,6.84,9.5,6.12,7.52,10.02
24/7/2025,0,0,12.44,9.23,8.24,11.2,8.57,9.14,0,8.52,7.28,10.34,12.98,4.36,6.63,8.37,9.42,5.85,7.98,10.14
25/7/2025,0,0,12.02,9.24,8.68,11.57,8.69,9.24,0,8.4,7.42,10.78,11.74,4.27,6.72,10.1,9.15,5.74,8.17,10.2
26/7/2025,0,0,12.17,9.12,9.15,12.14,8.76,9.22,0,8.38,7.7,11.12,11.24,4.28,6.68,10.5,8.98,6.34,8.76,10.31
27/7/2025,0,0,12.7,9.11,9.83,11.58,8.88,9.22,0,9.68,8.16,11.32,11.32,4.7,6.68,10.5,8.74,6.9,9.41,10.48
28/7/2025,0,0,12.68,8.93,10.62,11.09,9.76,9.17,0,9.68,8.5,11.6,11.64,5.23,6.32,9.98,8.59,6.82,9.06,10.62
29/7/2025,0,0,12.81,8.72,10.66,10.79,10.93,9.1,0,10.46,8.42,11.65,11.82,5.69,6.12,9.49,8.37,6.72,8.25,10.72
30/7/2025,0,0,13.03,8.62,10.35,10.34,11.3,9.74,0,10.94,8.17,11.14,12.62,6.3,6.04,9.08,8.05,6.85,8.15,10.8
31/7/2025,0,0,13.09,8.44,9.97,10.02,12.31,10.93,0,10.78,8.12,10.68,13.4,6.54,6,9.17,8,7.17,8.01,10.84
1/8/2025,0,0,13.21,8.32,9.53,10.86,12.88,11.3,0,10.58,8.16,10.14,13.64,6.9,6.16,9.19,8.07,7.6,8.5,10.88
2/8/2025,0,0,13.22,8.41,9.36,11.16,13.28,11.4,0,10.16,8.1,9.54,14.08,7.3,6.4,8.58,7.87,7.97,9.22,10.88
3/8/2025,0,0,13.27,8.69,9.47,10.96,13.02,11.82,0,9.91,8.17,8.98,13.66,6.9,7.1,8.3,8.06,8.19,9.45,10.87
4/8/2025,0,0,13.31,8.89,10,10.89,12.29,11.7,0,10.45,8.15,8.73,13.08,6.7,8.8,9.2,8.07,8.26,11.74,10.92
5/8/2025,0,0,13.16,8.84,10.3,10.64,11.71,11.24,0,12.3,8.03,8.7,12.6,7,8.82,9.08,8.18,8.32,12.86,10.92
6/8/2025,0,0,12.88,8.9,10.08,10.46,11.04,11.13,0,13.23,8.06,9.02,12.06,9.35,7.78,8.38,8.29,10.05,12.95,10.96
7/8/2025,0,0,12.76,8.73,10.37,10.3,11.04,11.56,0,13.38,8.36,9.44,11.9,8.74,7.62,8,8.4,10.78,12.24,11.04
8/8/2025,0,0,12.85,8.75,10.4,10.24,11.29,11.36,0,13.04,8.65,10.7,12.16,7.7,7.52,7.98,8.26,12.26,12.06,11.08
9/8/2025,0,0,13.24,9.98,10.15,10.62,12.34,11.54,0,12.78,8.97,10.76,12.44,6.99,7.6,7.87,8.22,14.1,11.77,11.14
10/8/2025,0,0,14.24,10.66,10.14,10.8,12.87,12.35,0,12.38,9.35,10.87,12.4,7.22,8.02,7.69,8.38,13.73,11.28,11.16
11/8/2025,0,0,15.21,11.22,10.04,10.5,12.23,12.5,0,11.82,9.78,10.79,12.28,7.38,8.1,7.39,8.66,12.56,10.74,11.16
12/8/2025,0,0,15.76,11.17,10.07,10.91,11.85,12.3,0,11.24,10.02,10.36,11.77,7.44,8.04,7.2,8.82,11.35,10.3,11.14
13/8/2025,0,0,16.46,10.81,10.39,10.9,11.47,12.17,0,10.82,10.11,10.16,11.5,7.45,8.5,7.83,10.26,10.9,9.98,11.08
14/8/2025,0,0,16.8,10.32,10.39,10.99,11.05,12.2,0,10.48,11.04,10.26,11.54,7.16,8.56,7.72,11.24,10.07,10.16,11.08
15/8/2025,0,0,16.52,10.27,10.34,11.1,10.65,11.96,0,10.12,10.98,10.24,11.76,7.32,8.65,7.71,11.22,9.39,10.52,11.04
16/8/2025,0,0,16.02,10.08,10.45,11.12,10.55,11.55,0,9.96,12.36,10.26,12.32,7.34,8.68,7.64,11.46,9.24,10.79,11.12
17/8/2025,0,0,15.18,9.9,10.23,11.08,10.94,11.05,0,9.96,13.2,10.44,12.73,7.13,9.06,7.87,11.96,9.14,11.23,11.27
18/8/2025,0,0,14.28,9.8,10.22,11.5,11.03,10.52,0,9.87,12.48,11.3,13.74,7.78,9.32,8.78,11.52,8.92,12.11,11.44
19/8/2025,0,0,13.59,10.28,10.86,11.59,11.1,10.06,0,9.74,12.06,11.74,15,8.35,9.7,8.84,10.92,8.6,12.5,11.59
20/8/2025,0,0,13.3,10.42,11.33,11.66,11.57,9.81,0,9.76,12.3,12.11,14.8,8.14,10.2,8.83,10.25,0,12.51,11.67
21/8/2025,0,0,13.3,10.64,11.12,12.06,12.22,9.71,0,9.68,14.49,12.21,14.28,7.54,10.56,9.16,9.92,8.21,12.7,11.74
22/8/2025,0,0,13.25,10.8,11.54,12.56,12.35,10.81,0,9.42,13.92,11.76,13.7,7.36,11.23,9.49,10.04,8.04,13.46,11.71
23/8/2025,0,0,13.29,10.8,11.56,12.56,12.66,11.91,0,9.26,12.88,11.22,13.2,7.6,10.7,9.3,10.46,0,14.02,11.66
24/8/2025,0,0,13.13,10.67,11.37,12.17,13.27,10.9,0,9.2,12.7,10.82,12.76,7.46,10.56,9.04,10.21,8.31,14.11,11.57
25/8/2025,0,0,12.71,10.57,11.05,11.81,13.15,10.86,0,9.32,12.42,10.42,13.14,8.05,10.62,8.92,9.8,7.98,14.05,11.49
26/8/2025,0,0,12.54,10.36,10.88,11.74,12.48,10.6,0,9.32,12.02,10.1,13.37,7.88,10.36,8.73,9.73,7.96,14.2,11.42
27/8/2025,0,0,12.2,10.82,10.75,12.14,12.03,10.62,0,9.08,11.83,10,13.5,7.76,9.78,8.46,9.83,8.4,14.39,11.44
28/8/2025,0,0,11.78,11.36,10.67,12.45,11.62,10.91,0,9.06,11.53,10.16,13.27,7.92,9.12,8.26,11.33,8.31,14.91,11.41
29/8/2025,0,0,11.84,11.37,10.94,12.37,11.27,11.03,0,9.12,11.25,10.38,12.74,8.06,8.76,8.24,11.69,8.48,15.03,11.39
30/8/2025,0,0,11.88,11.11,12.1,12.12,11.08,11.62,0,8.98,11.02,10.76,12.43,7.9,8.78,8.29,11.07,8.38,14.18,11.42
31/8/2025,0,0,11.72,10.83,12.57,11.77,10.9,11.62,0,8.8,10.86,11.2,13.72,7.56,8.5,8.34,11.15,8.26,13.32,11.48
1/9/2025,0,0,11.87,10.63,12.42,11.56,10.67,11.36,0,9.1,10.78,11.16,13.96,7.55,8.06,8.52,10.67,8,12.59,11.52
2/9/2025,0,0,12.31,10.4,12.05,11.23,10.62,11.1,0,10.72,10.53,11.1,14.96,7.6,7.9,8.26,10.03,7.98,12.13,11.51
3/9/2025,0,0,12.83,10.44,11.48,10.96,10.41,10.73,0,10.72,10.26,10.98,14.57,7.26,7.83,8.12,9.73,7.7,11.95,11.48
4/9/2025,0,0,12.54,10.8,11.07,10.76,10.5,10.39,0,10.9,9.93,10.78,14.15,7.27,7.82,8.02,9.47,7.52,11.55,11.53
5/9/2025,0,0,12.25,11.01,10.63,10.68,10.5,10.22,0,11.3,9.69,10.86,14.3,7.14,7.82,8.16,9.37,7.36,11.41,11.58
6/9/2025,0,0,12.37,10.87,10.38,10.94,10.27,10.16,0,11.48,9.81,11.02,14.2,7.24,7.78,7.91,9.52,7.65,11.06,11.57
7/9/2025,0,0,13.04,10.46,9.99,10.84,10.05,10.84,0,11.73,10.6,10.9,14.18,7.28,7.56,8.1,9.59,7.71,10.96,11.64
8/9/2025,0,0,13.42,9.99,9.63,11.13,10.22,12.24,0,11.3,11.43,10.8,14.1,7.22,7.08,8.18,9.49,7.51,10.91,11.69
9/9/2025,0,0,13.46,9.82,9.35,11.25,10.3,12.52,0,10.92,11.2,10.77,13.46,6.72,7.23,8.08,9.57,7.31,11.28,11.62
10/9/2025,0,0,13.38,9.79,9.2,11.36,10.48,12.56,0,10.63,10.87,10.67,12.9,6.48,7.3,8.58,9.87,6.99,12.62,11.53
11/9/2025,0,0,13.39,9.87,9.12,11.56,10.22,12.4,0,10.38,10.73,10.6,12.5,6.32,7.14,9.16,10.42,7.16,13.76,11.45
12/9/2025,0,0,13.34,9.74,9.41,11.4,10.15,12.13,0,10.54,11.15,10.66,12.1,6.23,7.46,8.79,10.06,7.73,15.8,11.38
13/9/2025,0,0,13.03,9.55,9.7,11.46,10.16,12.09,0,10.4,12.35,10.92,11.66,6.24,7.66,8.3,10.04,7.84,16.25,11.31
14/9/2025,0,0,12.74,9.43,10.08,11.42,10.08,11.81,0,10.2,12.3,11.16,11.76,6.27,7.92,7.82,10.03,7.84,16.33,11.22
15/9/2025,0,0,12.84,9.46,10.42,11.33,10.3,11.37,0,10.1,11.77,11.44,12.12,6.56,7.98,8,10.17,8.03,15.78,11.09
16/9/2025,0,0,12.11,9.44,11.39,11.1,10.74,10.96,0,9.86,11.1,11.72,10.98,6.83,7.88,8.4,10.14,8.3,15.14,10.98
17/9/2025,0,0,11.59,9.5,11.7,11.04,10.82,10.57,0,9.56,10.8,12.2,11.64,6.74,7.8,8.64,10.08,8.85,14.23,10.91
18/9/2025,0,0,11.4,9.97,11.94,11.56,10.63,10.32,0,9.2,10.66,12.16,11.32,6.66,7.7,8.52,9.8,9.52,13.36,10.86
19/9/2025,0,0,11.28,10.27,12.03,12.21,10.43,10.22,0,9.19,10.61,11.62,11.33,6.88,7.76,7.98,10.31,9.99,12.42,10.84
20/9/2025,0,0,11,10.03,11.71,12.35,10.1,10.08,0,9.16,10.32,11.2,11.83,6.48,7.94,7.8,10.56,9.9,11.7,10.79
21/9/2025,0,0,10.81,9.86,11.48,12.7,9.84,9.81,0,8.73,10.36,10.84,11.37,6.06,8.5,7.45,10.17,9.56,11.1,10.73
22/9/2025,0,0,10.59,9.9,11.15,12.95,9.62,9.66,0,8.4,10.15,10.78,11.1,6.08,8.9,7.65,10.72,9.36,11.14,10.65
23/9/2025,0,0,10.46,10.09,10.85,13.14,9.46,9.54,0,8.15,9.86,10.74,10.56,6.01,8.36,7.82,10.36,9.4,10.86,10.57
24/9/2025,0,0,10.3,10.02,10.69,12.93,9.36,9.25,0,8.2,9.56,10.34,10.32,5.71,8.1,8.02,9.91,9.51,11.33,10.55
25/9/2025,0,0,10.07,9.93,10.63,12.65,9.15,8.92,0,8.4,9.28,9.98,10.96,5.52,8.24,8.08,10.07,9.44,11.59,10.48
26/9/2025,0,0,9.87,9.82,10.44,12.37,8.97,8.79,0,8.54,9.05,9.58,10.16,5.51,8.76,8.23,10.29,9.34,11.2,10.31
27/9/2025,0,0,9.76,10.14,10.3,12.15,8.89,8.8,0,8.62,9.02,9.26,9.75,5.36,8.36,8.28,10.5,9.06,10.69,10.15
28/9/2025,0,0,10.3,10.27,10.53,12.03,8.95,9.44,0,8.46,9.02,9.13,9.54,5.32,8.23,8.38,10.25,8.67,10.45,10.07
29/9/2025,0,0,12.3,10.13,10.46,12.2,8.97,9.46,0,8.2,8.84,9.06,9.42,5.54,8.36,8.12,10.03,8.84,10.04,10.03
30/9/2025,0,0,11.93,9.82,10.46,12.08,8.97,9.32,0,7.9,8.95,9.38,9.45,5.62,8.52,7.7,9.34,9.02,9.76,10.03
1/10/2025,0,0,11.62,9.32,10.5,11.63,8.8,9.12,0,7.42,8.8,9.46,9.66,5.4,8.51,7.32,9.42,9.06,9.68,9.92
2/10/2025,0,0,11.57,9.06,10.5,11.23,8.6,9.08,0,7.7,8.76,9.5,9.68,5.36,8.24,7,10.13,9.25,10,9.85
3/10/2025,0,0,11.07,9.21,10.43,11.44,8.39,9.1,0,7.7,8.9,9.5,9.44,5.3,7.96,6.87,10.3,9.19,10.45,9.81
4/10/2025,0,0,10.54,9.22,10.18,11.92,8.27,8.9,0,7.58,8.84,9.48,9.26,5.26,8,6.62,9.96,8.97,11,9.75
5/10/2025,0,0,10.16,8.96,9.86,11.29,8.11,8.67,0,7.42,8.66,9.5,9.26,5.23,7.86,6.47,9.78,9.1,10.62,9.65
6/10/2025,0,0,9.86,8.52,9.67,10.71,7.87,8.29,0,7.27,8.39,9.67,9.08,5.2,7.68,6.55,9.51,8.73,10.58,9.56
7/10/2025,0,0,9.92,8.11,9.27,10.02,8.4,8.01,0,7.2,8.52,9.54,8.75,5.08,7.48,6.45,9.35,8.45,10.36,9.47
8/10/2025,0,0,10.35,7.88,8.87,9.53,8.51,7.84,0,7.24,8.5,9.28,8.55,4.91,7.35,6.5,9.32,8.4,10.1,9.42
9/10/2025,0,0,10.23,7.66,8.6,9.14,8.33,7.69,0,7.24,8.32,9.38,8.46,4.66,7.38,6.48,9.12,9.12,9.7,9.37
10/10/2025,0,0,10.05,7.6,8.46,8.89,8.47,7.62,0,7.26,8.07,9.1,8.4,4.39,7.43,6.47,8.8,9.34,9.48,9.32
11/10/2025,0,0,9.81,7.77,8.32,8.66,8.57,7.57,0,7.31,8.06,8.76,8.37,4.19,7.42,6.46,8.54,9.17,9.16,9.27
12/10/2025,0,0,9.58,7.97,8.2,8.48,8.52,7.5,0,7.94,7.79,8.78,8.36,4.16,7.06,6.38,8.4,9.22,8.88,9.25
13/10/2025,0,0,9.51,8.04,8.23,8.42,8.38,7.38,0,8.38,8.32,8.98,8.54,4.16,6.63,6.89,8.28,9.04,8.7,9.27
14/10/2025,0,0,9.35,7.94,8.5,8.51,8.2,7.24,0,8.76,8.35,9.02,8.98,4.32,6.8,6.65,8.05,8.82,8.55,9.29
15/10/2025,0,0,9.2,7.93,9.15,8.41,8.04,7.09,0,8.8,8.08,8.9,9.32,4.56,6.56,6.35,7.95,0,8.42,9.24
16/10/2025,0,0,9.06,7.86,9.48,8.47,7.92,6.97,0,8.94,7.92,8.58,9.28,4.72,6.36,6.44,7.95,8.76,8.32,9.11
17/10/2025,0,0,8.96,7.8,9.34,8.33,7.83,6.93,0,8.58,7.96,8.75,9.06,4.68,6.41,6.62,7.8,8.72,8.22,8.99
18/10/2025,0,0,8.79,7.64,9.11,8.21,7.8,7.28,0,8.1,8,9.78,9.04,4.8,6.42,6.8,7.62,8.51,0,8.88
19/10/2025,0,0,8.69,7.5,9.03,8.14,7.91,8.22,0,7.78,7.82,9.62,8.96,5,6.16,6.5,7.36,8.25,8.18,8.79
20/10/2025,0,0,8.64,7.37,9.2,8.06,7.94,7.91,0,7.5,7.5,9.56,8.86,5.82,5.78,6.16,7.21,8.08,8.03,8.66
21/10/2025,0,0,8.46,7.27,9.07,7.98,7.92,7.53,0,7.22,7.2,9.2,8.8,5.38,5.96,5.97,7.12,7.94,7.97,8.52
22/10/2025,0,0,8.38,7.28,8.78,7.83,7.91,7.32,0,6.78,6.86,8.86,8.72,4.4,6,6.02,6.98,7.9,7.88,8.38
23/10/2025,0,0,8.38,7.22,8.37,7.71,7.9,7.29,0,6.76,6.28,8.46,8.62,5.42,5.98,6.35,7,7.66,7.76,8.27
24/10/2025,0,0,8.26,7.22,8.18,7.65,7.8,7.53,0,6.88,6.66,8.76,8.6,4.66,5.92,6.46,6.76,7.38,7.58,8.23
25/10/2025,0,0,8.14,7.14,8.24,7.68,7.66,8.04,0,6.38,6.9,8.46,8.54,4.16,6.07,6.42,6.4,7.27,7.52,8.22
26/10/2025,0,0,8.42,7.01,8.3,7.7,7.5,8.96,0,6.48,7.02,8.28,8.56,4.08,6.18,6.42,6.45,6.89,7.55,8.22
27/10/2025,0,0,8.71,6.98,8.51,7.61,7.38,9.59,0,6.62,7.16,8.32,8.5,4.06,6.12,6.49,6.44,6.77,7.41,8.22
28/10/2025,0,0,8.68,7.12,8.5,7.37,7.3,9.7,0,6.7,7.37,8.38,8.71,4.06,5.72,6.6,6.48,6.88,7.33,8.18
29/10/2025,0,0,8.66,7.1,8.35,7.11,7.32,9.49,0,6.76,7.22,8.96,8.84,4.12,5.58,6.6,6.55,7.32,7.19,8.15
30/10/2025,0,0,8.58,6.81,8.29,6.99,7.51,9.13,0,6.8,7.09,9.64,8.81,4.56,5.6,6.55,6.58,7.55,7.25,8.11
31/10/2025,0,0,8.52,6.49,8.14,7,7.55,8.74,0,6.74,7.06,9.66,8.82,4.7,6,6.5,6.58,7.67,7.24,8.04
1/11/2024,0,0,8.65,6.3,8.15,7.48,7.59,8.48,7.18,6.78,7.02,9.5,8.62,4.52,6.12,6.48,6.62,7.81,6.94,8.08
2/11/2024,0,0,9.04,6.26,8.21,7.88,7.5,8.36,7.07,6.76,7.16,9.44,8.56,4.32,5.91,6.46,6.53,7.79,6.6,8.02
3/11/2024,0,0,9.02,6.26,8.16,8.02,7.36,8.43,6.98,6.52,7.04,9.3,8.34,4.02,5.5,6.35,6.54,7.46,6.58,8.12
4/11/2024,0,0,9.21,6.26,8,7.75,7.3,8.63,6.94,6.18,6.89,9.08,8.4,3.94,5.4,6.56,6.78,7.42,6.46,8
5/11/2024,0,0,9.53,6.36,7.65,7.41,7.34,8.66,7.13,6.36,6.64,8.7,8.56,3.97,5.36,6.72,6.86,7.3,6.67,8.15
6/11/2024,0,0,10.86,6.44,7.33,7.16,7.15,8.52,7.11,6.4,6.47,8.12,8.62,3.98,5.37,6.78,6.8,7.09,6.83,8.32
7/11/2024,0,0,10.82,6.58,7.25,7.04,6.77,8.36,7.2,6.32,6.62,7.84,8.6,3.97,5.44,6.82,6.48,6.89,6.77,8.32
8/11/2024,0,0,10.99,6.61,7.22,7.18,6.41,8.2,7.29,6.2,7.13,7.78,8.32,0,5.66,6.98,5.93,6.9,6.58,8.15
9/11/2024,0,0,10.87,6.5,7.05,7.28,6.33,8.08,7.46,6.15,8.14,7.88,8.09,0,5.9,6.9,5.71,6.79,6.52,8.06
10/11/2024,0,0,10.4,6.29,6.86,7.28,6.38,7.96,7.59,5.99,8.33,7.87,7.9,0,5.95,6.62,5.41,6.55,6.35,8.22
11/11/2024,0,0,9.86,6,6.7,7.24,6.39,7.85,7.72,5.85,8.22,7.86,7.68,4.02,6,6.32,5.34,6.15,6.61,8.34
12/11/2024,0,0,9.5,5.75,6.62,7.11,6.38,7.76,7.45,5.58,8,7.8,7.62,4,5.82,6.25,5.52,5.92,6.58,0
13/11/2024,0,0,9.23,5.54,6.32,7.06,6.35,7.68,7.22,5.54,8.62,7.75,7.32,4.06,5.56,6.08,5.62,5.76,7.26,0
14/11/2024,0,0,8.94,5.46,6.39,7.09,6.28,7.62,7.02,5.42,9.06,7.78,7.14,4.06,5.16,6.02,5.75,5.67,7.52,0
15/11/2024,0,0,8.61,5.44,6.5,7.01,6.06,7.56,6.82,5.45,8.97,7.76,7.06,4.03,5.2,5.94,5.88,5.63,0,0
16/11/2024,0,0,8.36,5.44,6.21,6.81,5.9,7.52,6.58,5.56,9.04,7.72,6.85,3.99,5.42,6.03,5.76,5.7,0,0
17/11/2024,0,0,8.18,5.56,6.17,6.49,5.8,7.46,6.4,5.8,8.9,7.64,6.76,3.94,5.52,6.12,5.63,5.71,0,0
18/11/2024,0,0,7.95,5.62,6.17,6.26,5.78,7.37,6.24,6.21,8.68,7.63,6.78,3.88,5.76,5.92,5.86,5.7,0,0
19/11/2024,0,0,7.8,5.5,6.16,6.12,5.81,7.33,6.16,6.46,8.36,7.46,6.68,3.86,5.72,5.74,5.79,5.67,6.1,0
20/11/2024,0,0,7.7,5.34,6.1,6.01,5.88,7.36,6.25,6.22,8.06,7.45,6.54,3.94,5.42,5.78,5.61,5.39,6.02,0
21/11/2024,0,0,7.64,5.24,6.04,5.92,5.94,7.4,6.54,5.9,7.7,7.34,6.53,3.88,5.28,5.82,5.7,4.9,5.79,0
22/11/2024,0,0,7.51,5.21,6,5.84,5.94,7.39,6.69,5.82,7.34,7.29,6.52,3.83,5.2,5.76,5.67,5.18,5.77,0
23/11/2024,0,0,7.37,5.18,5.94,5.8,5.88,7.46,6.68,5.9,7.04,7.38,6.57,3.82,5.16,5.51,5.72,5.34,5.84,0
24/11/2024,0,0,7.34,5.1,5.8,5.92,5.82,7.54,6.62,5.82,7,7.42,6.74,3.94,4.86,5.67,5.84,5.46,6.14,0
25/11/2024,0,0,7.33,5.03,5.72,6.06,5.72,7.58,6.63,5.78,6.92,7.26,6.98,4.12,4.86,5.75,5.73,5.55,6.25,0
26/11/2024,0,0,7.14,4.98,5.66,5.96,5.63,7.54,6.68,5.7,6.8,7.25,6.8,4.14,4.75,5.62,5.52,5.53,6.2,0
27/11/2024,0,0,6.99,4.96,5.6,5.76,5.56,7.43,6.72,5.67,6.8,7.27,6.78,4.08,4.6,5.42,5.63,5.49,6,0
