date,actual,predicted,error,error_percent
2025-01-01,2.45,2.645410014430015,-0.19541001443001482,-7.975918956327136
2025-01-02,2.48,2.595218918679887,-0.11521891867988687,-4.6459241403180185
2025-01-03,2.44,2.5993409641344325,-0.15934096413443255,-6.53036738255871
2025-01-04,2.38,2.5182315259740276,-0.13823152597402766,-5.8080473098330945
2025-01-05,2.65,2.762026219336219,-0.11202621933621915,-4.2274045032535525
2025-01-06,2.71,2.8011889466089452,-0.09118894660894528,-3.36490577892787
2025-01-07,2.56,2.6064805428335105,-0.04648054283351044,-1.8156462044340016
2025-01-08,2.39,2.4681176984126987,-0.07811769841269856,-3.2685229461380145
2025-01-09,2.23,2.5848494047619046,-0.35484940476190463,-15.912529361520386
2025-01-10,2.44,2.684287973137973,-0.24428797313797324,-10.011802177785789
2025-01-11,2.7,2.914896309523811,-0.214896309523811,-7.959122574955963
2025-01-12,2.91,3.0816881746031743,-0.1716881746031742,-5.899937271586742
2025-01-13,3.13,3.3157332251082257,-0.18573322510822576,-5.933968853297948
2025-01-14,3.27,3.3919566269841255,-0.12195662698412546,-3.7295604582301363
2025-01-15,3.25,3.3332187698412707,-0.08321876984127075,-2.560577533577561
2025-01-16,3.02,3.110907976190477,-0.09090797619047697,-3.0101978871018864
2025-01-17,2.72,2.8135845634920624,-0.09358456349206223,-3.440608951914052
2025-01-18,2.51,2.534827677698647,-0.024827677698647133,-0.9891505059221966
2025-01-19,2.29,2.2903351190476187,-0.0003351190476186261,-0.014634019546664895
2025-01-20,2.14,2.219696038961039,-0.07969603896103905,-3.7241139701420116
2025-01-21,2.01,2.1068751587301584,-0.09687515873015862,-4.81965963831635
2025-01-22,1.98,2.053128809523809,-0.07312880952380896,-3.6933742183741893
2025-01-23,1.99,2.0477009523809517,-0.05770095238095174,-2.8995453457764695
2025-01-24,1.98,2.0740693253968256,-0.09406932539682566,-4.75097603014271
2025-01-25,2.03,2.241983528138528,-0.21198352813852805,-10.442538331947196
2025-01-26,2.01,2.2382313419913427,-0.22823134199134287,-11.354793133897656
2025-01-27,1.98,2.233870483405484,-0.2538704834054841,-12.821741586135563
2025-01-28,1.97,2.0666120634920633,-0.0966120634920633,-4.904165659495599
2025-01-29,1.97,2.0487483874458876,-0.07874838744588764,-3.9973800733953118
2025-01-30,1.97,1.9779635461760459,-0.007963546176045888,-0.40424092264192324
2025-01-31,2.05,2.068009682539682,-0.01800968253968227,-0.8785210994966961
2025-02-01,2.25,2.269397103174603,-0.019397103174603192,-0.8620934744268085
2025-02-02,2.38,2.329343629148629,0.05065637085137098,2.1284189433349154
2025-02-03,2.26,2.1772765476190474,0.08272345238095236,3.660329751369574
2025-02-04,1.94,1.8913402128427126,0.04865978715728736,2.508236451406565
2025-02-05,1.73,1.5923508405483406,0.13764915945165934,7.9565988122346445
2025-02-06,1.71,1.612796782106783,0.09720321789321695,5.68439870720567
2025-02-07,1.81,1.7149109595959595,0.09508904040404054,5.253538143869642
2025-02-08,1.79,1.7173635714285709,0.07263642857142916,4.057901037510009
2025-02-09,1.68,1.647800638528138,0.032199361471861865,1.9166286590393968
2025-02-10,1.66,1.6407306385281382,0.019269361471861757,1.1608049079434795
2025-02-11,1.62,1.5738819877344878,0.046118012265512265,2.8467908805871764
2025-02-12,1.57,1.5912739865689858,-0.021273986568985714,-1.3550309916551408
2025-02-13,1.59,1.609439841269841,-0.019439841269840885,-1.222631526405087
2025-02-14,1.69,1.7489616666666674,-0.05896166666666747,-3.4888560157791404
2025-02-15,1.77,1.8232471428571422,-0.05324714285714216,-3.0083131557707437
2025-02-16,1.8,1.9117408730158731,-0.1117408730158731,-6.207826278659616
2025-02-17,1.74,1.7696777777777777,-0.029677777777777692,-1.7056194125159594
2025-02-18,1.65,1.7065140476190477,-0.05651404761904777,-3.4250937950938045
2025-02-19,1.64,1.699120753968254,-0.059120753968254114,-3.604924022454519
2025-02-20,1.7,1.614838611111111,0.08516138888888891,5.009493464052289
2025-02-21,1.68,1.6958299278499276,-0.01582992784992765,-0.942257610114741
2025-02-22,1.92,2.0010111652236646,-0.0810111652236647,-4.219331522065869
2025-02-23,2.02,1.9745389430014424,0.045461056998557625,2.250547376166219
2025-02-24,2.01,2.0183670779220773,-0.00836707792207747,-0.41627253343669013
2025-02-25,1.98,2.0219798953823953,-0.04197989538239533,-2.1201967364846124
2025-02-26,1.96,1.9761454112554102,-0.016145411255410247,-0.8237454722148086
2025-02-27,1.94,2.009707355699855,-0.06970735569985509,-3.593162664940984
2025-02-28,1.94,1.996111143578644,-0.05611114357864411,-2.8923269885899026
2025-03-01,1.89,1.919093585858587,-0.029093585858587012,-1.539343167121006
2025-03-02,1.85,1.9942678102453106,-0.14426781024531055,-7.7982600132600295
2025-03-03,1.89,1.952505331890332,-0.06250533189033214,-3.307160417477891
2025-03-04,1.89,1.9190308333333344,-0.02903083333333445,-1.5360229276896535
2025-03-05,1.89,1.9079990223665226,-0.017999022366522732,-0.9523292257419436
2025-03-06,1.93,1.9134631890331892,0.0165368109668107,0.8568295837725751
2025-03-07,1.94,1.9445096572871574,-0.004509657287157465,-0.23245656119368374
2025-03-08,1.94,1.964076720779221,-0.02407672077922096,-1.2410680814031425
2025-03-09,1.95,1.9315408477633482,0.018459152236651732,0.9466231916231659
2025-03-10,1.93,1.9432304906204914,-0.01323049062049142,-0.6855176487301254
2025-03-11,1.86,1.9972013708513712,-0.13720137085137107,-7.376417787708121
2025-03-12,1.85,2.10940056998557,-0.2594005699855697,-14.021652431652415
