date,actual,predicted,error,error_percent
2025-06-04,3.4,2.835346,0.5646541,16.607473
2025-06-05,3.47,2.9667263,0.5032737,14.503566
2025-06-06,3.55,3.0792904,0.47070956,13.259424
2025-06-07,3.6200001,3.1820695,0.43793058,12.097529
2025-06-08,3.7,3.2909296,0.4090705,11.055959
2025-06-09,3.7399998,3.380882,0.35911775,9.602079
2025-06-10,3.79,3.4553504,0.33464956,8.829803
2025-06-11,3.8500001,3.5222795,0.32772064,8.512224
2025-06-12,3.9099996,3.5860002,0.3239994,8.28643
2025-06-13,3.9799998,3.643857,0.33614278,8.445799
2025-06-14,4.04,3.7104397,0.32956028,8.157433
2025-06-15,4.12,3.7929358,0.32706404,7.9384475
2025-06-16,4.25,3.8835702,0.3664298,8.621878
2025-06-17,4.29,3.9822032,0.30779672,7.174749
2025-06-18,4.3399997,4.034148,0.30585146,7.0472693
2025-06-19,4.3199997,4.048631,0.2713685,6.281679
2025-06-20,4.31,4.0644116,0.2455883,5.6981044
2025-06-21,4.33,4.1091995,0.2208004,5.099316
2025-06-22,4.33,4.1328673,0.19713259,4.552716
2025-06-23,4.33,4.1409826,0.1890173,4.3652954
2025-06-24,4.3399997,4.14983,0.19016981,4.3817935
2025-06-25,4.3599997,4.159814,0.20018578,4.5914173
2025-06-26,4.4199996,4.2054176,0.21458197,4.854796
2025-06-27,4.5299997,4.2954288,0.23457098,5.178168
2025-06-28,4.71,4.4678674,0.24213266,5.140821
2025-06-29,4.8599997,4.649509,0.2104907,4.3310847
2025-06-30,4.98,4.8012943,0.17870569,3.5884678
2025-07-01,5.08,4.9044347,0.17556524,3.456009
2025-07-02,5.2,4.9915786,0.20842123,4.0081005
2025-07-03,5.2799997,5.0809073,0.19909239,3.7706892
2025-07-04,5.2799997,5.131021,0.14897871,2.8215666
2025-07-05,5.3599997,5.1816144,0.17838526,3.3280835
2025-07-06,5.45,5.25326,0.19673967,3.6099024
2025-07-07,5.55,5.351341,0.19865942,3.579449
2025-07-08,5.6699996,5.506675,0.16332483,2.8805087
2025-07-09,5.78,5.6701307,0.10986948,1.900856
2025-07-10,5.8999996,5.7879415,0.11205816,1.899291
2025-07-11,6.0,5.883937,0.11606312,1.9343853
2025-07-12,6.12,5.986744,0.13325596,2.177385
2025-07-13,6.24,6.1115727,0.12842703,2.0581255
2025-07-14,6.4,6.2453527,0.15464735,2.416365
2025-07-15,6.52,6.403712,0.116288185,1.7835611
2025-07-16,6.72,6.571943,0.14805698,2.203229
2025-07-17,6.8300004,6.7469034,0.08309698,1.2166468
2025-07-18,6.9700003,6.8732085,0.096791744,1.3886907
2025-07-19,7.0899997,7.0074735,0.08252621,1.1639804
2025-07-20,7.18,7.1118746,0.06812525,0.94881964
2025-07-21,7.2200003,7.1655793,0.054420948,0.7537527
2025-07-22,7.33,7.2560377,0.07396221,1.0090343
2025-07-23,7.5200005,7.4372993,0.082701206,1.09975
2025-07-24,7.7000003,7.6382256,0.06177473,0.8022692
2025-07-25,7.81,7.7634387,0.04656124,0.59617466
2025-07-26,7.9100003,7.8603234,0.049676895,0.6280265
2025-07-27,8.04,7.9962535,0.04374647,0.54411036
2025-07-28,8.2,8.161943,0.038056374,0.46410212
2025-07-29,8.34,8.30542,0.03458023,0.41463104
2025-07-30,8.469999,8.419236,0.05076313,0.59932864
2025-07-31,8.56,8.504228,0.05577278,0.6515511
2025-08-01,8.66,8.578577,0.081422806,0.9402172
2025-08-02,8.7,8.6441,0.05589962,0.64252436
2025-08-03,8.69,8.661345,0.028655052,0.32974744
2025-08-04,8.74,8.654832,0.085167885,0.97446096
2025-08-05,8.74,8.693748,0.046251297,0.529191
2025-08-06,8.75,8.727027,0.02297306,0.26254925
2025-08-07,8.8,8.758518,0.04148197,0.47138605
2025-08-08,8.87,8.834846,0.035154343,0.39632857
2025-08-09,8.93,8.910571,0.019429207,0.2175723
2025-08-10,9.01,8.964123,0.045877457,0.50918376
2025-08-11,9.07,9.018231,0.051768303,0.5707641
2025-08-12,9.059999,9.02019,0.039809227,0.4393955
2025-08-13,9.01,8.993987,0.016013145,0.17772636
2025-08-14,8.96,8.950257,0.009742737,0.108735904
2025-08-15,8.95,8.927271,0.02272892,0.2539544
2025-08-16,8.94,8.943225,-0.0032253265,-0.03607748
2025-08-17,9.01,9.015886,-0.005886078,-0.06532827
2025-08-18,9.15,9.15116,-0.0011606216,-0.012684389
2025-08-19,9.33,9.326768,0.0032320023,0.034640968
2025-08-20,9.46,9.46778,-0.007780075,-0.08224181
2025-08-21,9.54,9.562513,-0.02251339,-0.2359894
2025-08-22,9.59,9.611604,-0.021603584,-0.22527198
2025-08-23,9.59,9.603376,-0.013376236,-0.13948108
2025-08-24,9.509999,9.543103,-0.033103943,-0.34809616
2025-08-25,9.44,9.457456,-0.017456055,-0.18491584
2025-08-26,9.37,9.394972,-0.024971962,-0.26650974
2025-08-27,9.33,9.350515,-0.020515442,-0.21988684
2025-08-28,9.349999,9.370815,-0.02081585,-0.22262943
2025-08-29,9.3,9.366906,-0.066905975,-0.71941906
2025-08-30,9.349999,9.352995,-0.002995491,-0.03203734
2025-08-31,9.42,9.381035,0.038965225,0.41364357
2025-09-01,9.4800005,9.463136,0.016864777,0.17789848
2025-09-02,9.509999,9.500733,0.0092659,0.09743323
2025-09-03,9.5199995,9.490635,0.029364586,0.30845153
2025-09-04,9.5199995,9.479143,0.04085636,0.42916352
2025-09-05,9.559999,9.519371,0.040628433,0.42498362
2025-09-06,9.6,9.573545,0.026454926,0.27557212
2025-09-07,9.62,9.571619,0.04838085,0.50291944
2025-09-08,9.7,9.615552,0.08444786,0.8705965
2025-09-09,9.7,9.661223,0.038776398,0.39975667
2025-09-10,9.63,9.604267,0.025732994,0.26721695
2025-09-11,9.55,9.501694,0.048306465,0.50582683
2025-09-12,9.469999,9.444022,0.025977135,0.27430978
2025-09-13,9.39,9.372028,0.017971992,0.19139501
2025-09-14,9.309999,9.30622,0.0037794113,0.040595185
2025-09-15,9.22,9.228087,-0.008087158,-0.08771321
2025-09-16,9.09,9.123185,-0.033185005,-0.36507156
2025-09-17,8.98,9.021059,-0.041059494,-0.45723268
2025-09-18,8.91,8.943563,-0.033563614,-0.376696
2025-09-19,8.849999,8.8890295,-0.039030075,-0.44101784
2025-09-20,8.83,8.845649,-0.015648842,-0.17722358
2025-09-21,8.79,8.802459,-0.012458801,-0.14173836
2025-09-22,8.679999,8.737862,-0.05786228,-0.6666162
2025-09-23,8.6,8.65822,-0.05821991,-0.67697567
2025-09-24,8.5199995,8.576071,-0.05607128,-0.65811366
2025-09-25,8.45,8.515156,-0.06515598,-0.77107674
2025-09-26,8.33,8.425627,-0.09562683,-1.1479812
2025-09-27,8.13,8.259978,-0.12997818,-1.5987476
2025-09-28,7.98,8.091368,-0.1113677,-1.3955852
2025-09-29,7.8999996,7.9958706,-0.09587097,-1.2135566
2025-09-30,7.8499994,7.916301,-0.066301346,-0.84460324
2025-10-01,7.75,7.8696995,-0.11969948,-1.5445094
2025-10-02,7.63,7.7806892,-0.15068913,-1.9749558
2025-10-03,7.5499997,7.6807904,-0.13079071,-1.7323275
2025-10-04,7.4799995,7.6054273,-0.12542772,-1.6768413
2025-10-05,7.38,7.52536,-0.14536,-1.9696476
2025-10-06,7.2999997,7.4213195,-0.12131977,-1.6619148
2025-10-07,7.2200003,7.329502,-0.10950184,-1.5166459
2025-10-08,7.15,7.235062,-0.08506203,-1.1896787
2025-10-09,7.0899997,7.1554785,-0.0654788,-0.9235375
2025-10-10,7.03,7.07819,-0.04818964,-0.6854856
2025-10-11,6.95,7.046115,-0.09611511,-1.3829513
2025-10-12,6.89,7.0070357,-0.117035866,-1.6986338
2025-10-13,6.8300004,6.969168,-0.13916779,-2.0375955
2025-10-14,6.8500004,6.938236,-0.088235855,-1.2881145
2025-10-15,6.84,6.9301634,-0.09016323,-1.3181759
2025-10-16,6.75,6.864163,-0.11416292,-1.6913024
2025-10-17,6.61,6.7505956,-0.14059544,-2.127011
2025-10-18,6.45,6.601373,-0.15137339,-2.3468742
2025-10-19,6.3599997,6.4622025,-0.10220289,-1.6069638
2025-10-20,6.2200003,6.3469257,-0.12692547,-2.0406022
2025-10-21,6.08,6.233687,-0.153687,-2.5277467
2025-10-22,5.9199996,6.0881143,-0.16811466,-2.8397748
2025-10-23,5.78,5.9366856,-0.15668535,-2.710819
2025-10-24,5.68,5.8088455,-0.12884569,-2.2684102
2025-10-25,5.63,5.726174,-0.09617376,-1.7082373
2025-10-26,5.6099997,5.70088,-0.090880394,-1.6199715
2025-10-27,5.6,5.69254,-0.092540264,-1.6525047
2025-10-28,5.57,5.6750226,-0.10502243,-1.8855013
2025-10-29,5.52,5.6299253,-0.10992527,-1.9913998
2025-10-30,5.49,5.5885563,-0.09855652,-1.7952008
2025-10-31,5.45,5.5422535,-0.092253685,-1.6927282
2025-11-01,5.24,5.4591336,-0.21913385,-4.181944
2025-11-02,5.12,6.287414,-1.1674142,-22.80106
2025-11-03,4.98,6.665532,-1.6855321,-33.846027
2025-11-04,4.93,6.4865994,-1.5565996,-31.574028
2025-11-05,4.83,6.2916007,-1.4616008,-30.260885
2025-11-06,4.95,6.2749596,-1.3249598,-26.766863
2025-11-07,5.22,6.3659015,-1.1459017,-21.95214
2025-11-08,5.22,6.404588,-1.1845884,-22.693266
2025-11-09,4.98,6.2628508,-1.2828507,-25.760056
2025-11-10,4.96,6.119928,-1.1599278,-23.385643
2025-11-11,5.13,6.2170596,-1.0870595,-21.190243
